날짜,리그,팀,상대,득점,실점,승리,장소,시기
2019-10-31,EPL,맨시티,뉴캐슬,2,2,0,방문,BC
2019-10-31,EPL,사우샘프턴,아스널,2,2,0,방문,BC
2019-10-31,EPL,뉴캐슬,웨스트햄,3,2,1,방문,BC
2019-10-31,EPL,토트넘,웨스트햄,3,2,1,방문,BC
2019-10-31,EPL,웨스트햄,번리,0,3,0,방문,BC
2019-10-31,EPL,번리,셰필드,0,3,0,방문,BC
2019-10-31,EPL,맨시티,리버풀,1,3,0,방문,BC
2019-10-31,EPL,브라이튼,맨유,1,3,0,방문,BC
2019-10-31,EPL,맨유,셰필드,3,3,0,방문,BC
2019-11-30,EPL,아스널,에버턴,0,0,0,방문,BC
2019-11-30,EPL,크리스탈 팰리스,왓포드 FC,0,0,0,방문,BC
2019-11-30,EPL,번리,AFC 본머스,1,0,1,방문,BC
2019-11-30,EPL,셰필드,브라이튼,1,0,1,방문,BC
2019-11-30,EPL,웨스트햄,사우샘프턴,1,0,1,방문,BC
2019-11-30,EPL,AFC 본머스,첼시,1,0,1,방문,BC
2019-11-30,EPL,웨스트햄,첼시,1,0,1,방문,BC
2019-11-30,EPL,맨유,번리,2,0,1,방문,BC
2019-11-30,EPL,크리스탈 팰리스,번리,2,0,1,방문,BC
2019-11-30,EPL,뉴캐슬,셰필드,2,0,1,방문,BC
2019-11-30,EPL,사우샘프턴,첼시,2,0,1,방문,BC
2019-11-30,EPL,첼시,토트넘,2,0,1,방문,BC
2019-11-30,EPL,리버풀,AFC 본머스,3,0,1,방문,BC
2019-11-30,EPL,맨시티,아스널,3,0,1,방문,BC
2019-11-30,EPL,리버풀,레스터 시티,4,0,1,방문,BC
2019-11-30,EPL,크리스탈 팰리스,뉴캐슬,0,1,0,방문,BC
2019-11-30,EPL,울버햄튼,리버풀,0,1,0,방문,BC
2019-11-30,EPL,뉴캐슬,번리,0,1,0,방문,BC
2019-11-30,EPL,노리치 시티 FC,아스톤 빌라,0,1,0,방문,BC
2019-11-30,EPL,번리,에버턴,0,1,0,방문,BC
2019-11-30,EPL,AFC 본머스,크리스탈 팰리스,0,1,0,방문,BC
2019-11-30,EPL,아스널,AFC 본머스,1,1,0,방문,BC
2019-11-30,EPL,노리치 시티 FC,레스터 시티,1,1,0,방문,BC
2019-11-30,EPL,에버턴,맨유,1,1,0,방문,BC
2019-11-30,EPL,크리스탈 팰리스,사우샘프턴,1,1,0,방문,BC
2019-11-30,EPL,왓포드 FC,셰필드,1,1,0,방문,BC
2019-11-30,EPL,셰필드,울버햄튼,1,1,0,방문,BC
2019-11-30,EPL,브라이튼,크리스탈 팰리스,1,1,0,방문,BC
2019-11-30,EPL,셰필드,노리치 시티 FC,2,1,1,방문,BC
2019-11-30,EPL,울버햄튼,노리치 시티 FC,2,1,1,방문,BC
2019-11-30,EPL,에버턴,뉴캐슬,2,1,1,방문,BC
2019-11-30,EPL,맨유,맨시티,2,1,1,방문,BC
2019-11-30,EPL,브라이튼,아스널,2,1,1,방문,BC
2019-11-30,EPL,첼시,아스널,2,1,1,방문,BC
2019-11-30,EPL,토트넘,울버햄튼,2,1,1,방문,BC
2019-11-30,EPL,레스터 시티,웨스트햄,2,1,1,방문,BC
2019-11-30,EPL,사우샘프턴,아스톤 빌라,3,1,1,방문,BC
2019-11-30,EPL,아스널,웨스트햄,3,1,1,방문,BC
2019-11-30,EPL,맨시티,번리,4,1,1,방문,BC
2019-11-30,EPL,레스터 시티,아스톤 빌라,4,1,1,방문,BC
2019-11-30,EPL,왓포드 FC,레스터 시티,0,2,0,방문,BC
2019-11-30,EPL,왓포드 FC,리버풀,0,2,0,방문,BC
2019-11-30,EPL,셰필드,맨시티,0,2,0,방문,BC
2019-11-30,EPL,AFC 본머스,브라이튼,0,2,0,방문,BC
2019-11-30,EPL,아스톤 빌라,셰필드,0,2,0,방문,BC
2019-11-30,EPL,맨유,왓포드 FC,0,2,0,방문,BC
2019-11-30,EPL,웨스트햄,울버햄튼,0,2,0,방문,BC
2019-11-30,EPL,사우샘프턴,뉴캐슬,1,2,0,방문,BC
2019-11-30,EPL,에버턴,레스터 시티,1,2,0,방문,BC
2019-11-30,EPL,브라이튼,리버풀,1,2,0,방문,BC
2019-11-30,EPL,토트넘,맨유,1,2,0,방문,BC
2019-11-30,EPL,노리치 시티 FC,사우샘프턴,1,2,0,방문,BC
2019-11-30,EPL,왓포드 FC,사우샘프턴,1,2,0,방문,BC
2019-11-30,EPL,아스톤 빌라,첼시,1,2,0,방문,BC
2019-11-30,EPL,웨스트햄,크리스탈 팰리스,1,2,0,방문,BC
2019-11-30,EPL,브라이튼,토트넘,1,2,0,방문,BC
2019-11-30,EPL,아스널,노리치 시티 FC,2,2,0,방문,BC
2019-11-30,EPL,토트넘,노리치 시티 FC,2,2,0,방문,BC
2019-11-30,EPL,아스톤 빌라,맨유,2,2,0,방문,BC
2019-11-30,EPL,울버햄튼,브라이튼,2,2,0,방문,BC
2019-11-30,EPL,아스톤 빌라,왓포드 FC,0,3,0,방문,BC
2019-11-30,EPL,레스터 시티,맨시티,1,3,0,방문,BC
2019-11-30,EPL,첼시,에버턴,1,3,0,방문,BC
2019-11-30,EPL,맨시티,울버햄튼,2,3,0,방문,BC
2019-11-30,EPL,AFC 본머스,토트넘,2,3,0,방문,BC
2019-11-30,EPL,뉴캐슬,맨유,1,4,0,방문,BC
2019-11-30,EPL,번리,토트넘,0,5,0,방문,BC
2019-11-30,EPL,에버턴,리버풀,2,5,0,방문,BC
2020-01-01,EPL,첼시,브라이튼,1,1,0,방문,BC
2020-01-01,EPL,아스톤 빌라,번리,2,1,1,방문,BC
2020-01-02,EPL,레스터 시티,뉴캐슬,3,0,1,방문,BC
2020-01-02,EPL,토트넘,사우샘프턴,0,1,0,방문,BC
2020-01-02,EPL,크리스탈 팰리스,노리치 시티 FC,1,1,0,방문,BC
2020-01-02,EPL,맨유,아스널,0,2,0,방문,BC
2020-01-02,EPL,에버턴,맨시티,1,2,0,방문,BC
2020-01-02,EPL,울버햄튼,왓포드 FC,1,2,0,방문,BC
2020-01-02,EPL,AFC 본머스,웨스트햄,0,4,0,방문,BC
2020-01-03,EPL,셰필드,리버풀,0,2,0,방문,BC
2020-01-11,EPL,웨스트햄,셰필드,0,1,0,방문,BC
2020-01-11,EPL,아스널,크리스탈 팰리스,1,1,0,방문,BC
2020-01-12,EPL,리버풀,토트넘,1,0,1,방문,BC
2020-01-12,EPL,왓포드 FC,AFC 본머스,3,0,1,방문,BC
2020-01-12,EPL,브라이튼,에버턴,0,1,0,방문,BC
2020-01-12,EPL,뉴캐슬,울버햄튼,1,1,0,방문,BC
2020-01-12,EPL,사우샘프턴,레스터 시티,2,1,1,방문,BC
2020-01-12,EPL,번리,첼시,0,3,0,방문,BC
2020-01-12,EPL,노리치 시티 FC,맨유,0,4,0,방문,BC
2020-01-13,EPL,맨시티,아스톤 빌라,6,1,1,방문,BC
2020-01-18,EPL,토트넘,왓포드 FC,0,0,0,방문,BC
2020-01-19,EPL,AFC 본머스,노리치 시티 FC,0,1,0,방문,BC
2020-01-19,EPL,첼시,뉴캐슬,0,1,0,방문,BC
2020-01-19,EPL,아스톤 빌라,브라이튼,1,1,0,방문,BC
2020-01-19,EPL,셰필드,아스널,1,1,0,방문,BC
2020-01-19,EPL,에버턴,웨스트햄,1,1,0,방문,BC
2020-01-19,EPL,레스터 시티,번리,1,2,0,방문,BC
2020-01-19,EPL,크리스탈 팰리스,맨시티,2,2,0,방문,BC
2020-01-19,EPL,울버햄튼,사우샘프턴,3,2,1,방문,BC
2020-01-20,EPL,맨유,리버풀,0,2,0,방문,BC
2020-01-22,EPL,맨시티,셰필드,1,0,1,방문,BC
2020-01-22,EPL,사우샘프턴,크리스탈 팰리스,2,0,1,방문,BC
2020-01-22,EPL,왓포드 FC,아스톤 빌라,1,2,0,방문,BC
2020-01-22,EPL,뉴캐슬,에버턴,2,2,0,방문,BC
2020-01-22,EPL,아스널,첼시,2,2,0,방문,BC
2020-01-22,EPL,브라이튼,AFC 본머스,1,3,0,방문,BC
2020-01-23,EPL,번리,맨유,2,0,1,방문,BC
2020-01-23,EPL,노리치 시티 FC,토트넘,1,2,0,방문,BC
2020-01-23,EPL,웨스트햄,레스터 시티,1,4,0,방문,BC
2020-01-24,EPL,리버풀,울버햄튼,2,1,1,방문,BC
2020-01-30,EPL,리버풀,웨스트햄,2,0,1,방문,BC
2020-02-01,EPL,첼시,레스터 시티,2,2,0,방문,BC
2020-02-02,EPL,노리치 시티 FC,뉴캐슬,0,0,0,방문,BC
2020-02-02,EPL,울버햄튼,맨유,0,0,0,방문,BC
2020-02-02,EPL,아스널,번리,0,0,0,방문,BC
2020-02-02,EPL,셰필드,크리스탈 팰리스,1,0,1,방문,BC
2020-02-02,EPL,아스톤 빌라,AFC 본머스,1,2,0,방문,BC
2020-02-02,EPL,에버턴,왓포드 FC,3,2,1,방문,BC
2020-02-02,EPL,브라이튼,웨스트햄,3,3,0,방문,BC
2020-02-02,EPL,사우샘프턴,리버풀,0,4,0,방문,BC
2020-02-03,EPL,맨시티,토트넘,0,2,0,방문,BC
2020-02-08,EPL,크리스탈 팰리스,에버턴,1,3,0,방문,BC
2020-02-09,EPL,왓포드 FC,브라이튼,1,1,0,방문,BC
2020-02-09,EPL,AFC 본머스,셰필드,1,2,0,방문,BC
2020-02-15,EPL,레스터 시티,울버햄튼,0,0,0,방문,BC
2020-02-15,EPL,번리,사우샘프턴,2,1,1,방문,BC
2020-02-16,EPL,리버풀,노리치 시티 FC,1,0,1,방문,BC
2020-02-16,EPL,토트넘,아스톤 빌라,3,2,1,방문,BC
2020-02-17,EPL,뉴캐슬,아스널,0,4,0,방문,BC
2020-02-18,EPL,맨유,첼시,2,0,1,방문,BC
2020-02-20,EPL,웨스트햄,맨시티,0,2,0,방문,BC
2020-02-22,EPL,토트넘,첼시,1,2,0,방문,BC
2020-02-23,EPL,맨시티,레스터 시티,1,0,1,방문,BC
2020-02-23,EPL,뉴캐슬,크리스탈 팰리스,0,1,0,방문,BC
2020-02-23,EPL,브라이튼,셰필드,1,1,0,방문,BC
2020-02-23,EPL,아스톤 빌라,사우샘프턴,0,2,0,방문,BC
2020-02-23,EPL,왓포드 FC,맨유,0,3,0,방문,BC
2020-02-23,EPL,AFC 본머스,번리,0,3,0,방문,BC
2020-02-23,EPL,노리치 시티 FC,울버햄튼,0,3,0,방문,BC
2020-02-24,EPL,에버턴,아스널,2,3,0,방문,BC
2020-02-25,EPL,웨스트햄,리버풀,2,3,0,방문,BC
2020-02-29,EPL,크리스탈 팰리스,브라이튼,1,0,1,방문,BC
2020-02-29,EPL,레스터 시티,노리치 시티 FC,0,1,0,방문,BC
2020-03-01,EPL,번리,뉴캐슬,0,0,0,방문,BC
2020-03-01,EPL,맨유,에버턴,1,1,0,방문,BC
2020-03-01,EPL,첼시,AFC 본머스,2,2,0,방문,BC
2020-03-01,EPL,울버햄튼,토트넘,3,2,1,방문,BC
2020-03-01,EPL,리버풀,왓포드 FC,0,3,0,방문,BC
2020-03-01,EPL,사우샘프턴,웨스트햄,1,3,0,방문,BC
2020-03-07,EPL,AFC 본머스,리버풀,1,2,0,방문,BC
2020-03-08,EPL,브라이튼,울버햄튼,0,0,0,방문,BC
2020-03-08,EPL,뉴캐슬,사우샘프턴,1,0,1,방문,BC
2020-03-08,EPL,노리치 시티 FC,셰필드,0,1,0,방문,BC
2020-03-08,EPL,웨스트햄,아스널,0,1,0,방문,BC
2020-03-08,EPL,왓포드 FC,크리스탈 팰리스,0,1,0,방문,BC
2020-03-08,EPL,토트넘,번리,1,1,0,방문,BC
2020-03-08,EPL,에버턴,첼시,0,4,0,방문,BC
2020-03-09,EPL,맨시티,맨유,0,2,0,방문,BC
2020-03-10,EPL,아스톤 빌라,레스터 시티,0,4,0,방문,BC
2020-06-18,EPL,셰필드,아스톤 빌라,0,0,0,방문,AC
2020-06-18,EPL,아스널,맨시티,0,3,0,방문,AC
2020-06-20,EPL,사우샘프턴,노리치 시티 FC,3,0,1,방문,AC
2020-06-20,EPL,레스터 시티,왓포드 FC,1,1,0,방문,AC
2020-06-20,EPL,맨유,토트넘,1,1,0,방문,AC
2020-06-20,EPL,아스널,브라이튼,1,2,0,방문,AC
2020-06-21,EPL,크리스탈 팰리스,AFC 본머스,2,0,1,방문,AC
2020-06-21,EPL,울버햄튼,웨스트햄,2,0,1,방문,AC
2020-06-21,EPL,셰필드,뉴캐슬,0,3,0,방문,AC
2020-06-22,EPL,리버풀,에버턴,0,0,0,방문,AC
2020-06-22,EPL,첼시,아스톤 빌라,2,1,1,방문,AC
2020-06-23,EPL,번리,맨시티,0,5,0,방문,AC
2020-06-24,EPL,브라이튼,레스터 시티,0,0,0,방문,AC
2020-06-24,EPL,웨스트햄,토트넘,0,2,0,방문,AC
2020-06-25,EPL,에버턴,노리치 시티 FC,1,0,1,방문,AC
2020-06-25,EPL,AFC 본머스,울버햄튼,0,1,0,방문,AC
2020-06-25,EPL,아스톤 빌라,뉴캐슬,1,1,0,방문,AC
2020-06-25,EPL,셰필드,맨유,0,3,0,방문,AC
2020-06-25,EPL,크리스탈 팰리스,리버풀,0,4,0,방문,AC
2020-06-26,EPL,아스널,사우샘프턴,2,0,1,방문,AC
2020-06-26,EPL,왓포드 FC,번리,0,1,0,방문,AC
2020-06-26,EPL,맨시티,첼시,1,2,0,방문,AC
2020-06-27,EPL,울버햄튼,아스톤 빌라,1,0,1,방문,AC
2020-06-29,EPL,사우샘프턴,왓포드 FC,3,1,1,방문,AC
2020-06-30,EPL,번리,크리스탈 팰리스,1,0,1,방문,AC
2020-07-01,EPL,맨유,브라이튼,3,0,1,방문,AC
2020-07-02,EPL,뉴캐슬,AFC 본머스,4,1,1,방문,AC
2020-07-02,EPL,레스터 시티,에버턴,1,2,0,방문,AC
2020-07-02,EPL,첼시,웨스트햄,2,3,0,방문,AC
2020-07-02,EPL,노리치 시티 FC,아스널,0,4,0,방문,AC
2020-07-03,EPL,토트넘,셰필드,1,3,0,방문,AC
2020-07-03,EPL,리버풀,맨시티,0,4,0,방문,AC
2020-07-04,EPL,브라이튼,노리치 시티 FC,1,0,1,방문,AC
2020-07-04,EPL,크리스탈 팰리스,레스터 시티,0,3,0,방문,AC
2020-07-04,EPL,AFC 본머스,맨유,2,5,0,방문,AC
2020-07-05,EPL,아스널,울버햄튼,2,0,1,방문,AC
2020-07-05,EPL,셰필드,번리,1,1,0,방문,AC
2020-07-05,EPL,웨스트햄,뉴캐슬,2,2,0,방문,AC
2020-07-05,EPL,왓포드 FC,첼시,0,3,0,방문,AC
2020-07-06,EPL,맨시티,사우샘프턴,0,1,0,방문,AC
2020-07-06,EPL,아스톤 빌라,리버풀,0,2,0,방문,AC
2020-07-07,EPL,에버턴,토트넘,0,1,0,방문,AC
2020-07-08,EPL,레스터 시티,아스널,1,1,0,방문,AC
2020-07-08,EPL,노리치 시티 FC,왓포드 FC,1,2,0,방문,AC
2020-07-08,EPL,첼시,크리스탈 팰리스,3,2,1,방문,AC
2020-07-09,EPL,번리,웨스트햄,1,0,1,방문,AC
2020-07-09,EPL,울버햄튼,셰필드,0,1,0,방문,AC
2020-07-09,EPL,리버풀,브라이튼,3,1,1,방문,AC
2020-07-09,EPL,뉴캐슬,맨시티,0,5,0,방문,AC
2020-07-10,EPL,토트넘,AFC 본머스,0,0,0,방문,AC
2020-07-10,EPL,맨유,아스톤 빌라,3,0,1,방문,AC
2020-07-10,EPL,사우샘프턴,에버턴,1,1,0,방문,AC
2020-07-11,EPL,웨스트햄,노리치 시티 FC,4,0,1,방문,AC
2020-07-11,EPL,번리,리버풀,1,1,0,방문,AC
2020-07-11,EPL,뉴캐슬,왓포드 FC,1,2,0,방문,AC
2020-07-12,EPL,맨시티,브라이튼,5,0,1,방문,AC
2020-07-12,EPL,크리스탈 팰리스,아스톤 빌라,0,2,0,방문,AC
2020-07-12,EPL,첼시,셰필드,0,3,0,방문,AC
2020-07-12,EPL,에버턴,울버햄튼,0,3,0,방문,AC
2020-07-13,EPL,아스널,토트넘,1,2,0,방문,AC
2020-07-13,EPL,레스터 시티,AFC 본머스,1,4,0,방문,AC
2020-07-14,EPL,사우샘프턴,맨유,2,2,0,방문,AC
2020-07-15,EPL,노리치 시티 FC,첼시,0,1,0,방문,AC
2020-07-16,EPL,울버햄튼,번리,1,1,0,방문,AC
2020-07-16,EPL,토트넘,뉴캐슬,3,1,1,방문,AC
2020-07-16,EPL,AFC 본머스,맨시티,1,2,0,방문,AC
2020-07-16,EPL,리버풀,아스널,1,2,0,방문,AC
2020-07-17,EPL,맨유,크리스탈 팰리스,2,0,1,방문,AC
2020-07-17,EPL,브라이튼,사우샘프턴,1,1,0,방문,AC
2020-07-17,EPL,아스톤 빌라,에버턴,1,1,0,방문,AC
2020-07-17,EPL,셰필드,레스터 시티,0,2,0,방문,AC
2020-07-18,EPL,왓포드 FC,웨스트햄,1,3,0,방문,AC
2020-07-19,EPL,사우샘프턴,AFC 본머스,2,0,1,방문,AC
2020-07-19,EPL,번리,노리치 시티 FC,2,0,1,방문,AC
2020-07-20,EPL,레스터 시티,토트넘,0,3,0,방문,AC
2020-07-21,EPL,뉴캐슬,브라이튼,0,0,0,방문,AC
2020-07-21,EPL,에버턴,셰필드,1,0,1,방문,AC
2020-07-21,EPL,크리스탈 팰리스,울버햄튼,0,2,0,방문,AC
2020-07-22,EPL,맨시티,왓포드 FC,4,0,1,방문,AC
2020-07-22,EPL,아스널,아스톤 빌라,0,1,0,방문,AC
2020-07-23,EPL,웨스트햄,맨유,1,1,0,방문,AC
2020-07-23,EPL,첼시,리버풀,3,5,0,방문,AC
2020-07-27,EPL,맨유,레스터 시티,2,0,1,방문,AC
2020-07-27,EPL,아스톤 빌라,웨스트햄,1,1,0,방문,AC
2020-07-27,EPL,토트넘,크리스탈 팰리스,1,1,0,방문,AC
2020-07-27,EPL,브라이튼,번리,2,1,1,방문,AC
2020-07-27,EPL,리버풀,뉴캐슬,3,1,1,방문,AC
2020-07-27,EPL,AFC 본머스,에버턴,3,1,1,방문,AC
2020-07-27,EPL,울버햄튼,첼시,0,2,0,방문,AC
2020-07-27,EPL,셰필드,사우샘프턴,1,3,0,방문,AC
2020-07-27,EPL,왓포드 FC,아스널,2,3,0,방문,AC
2020-07-27,EPL,노리치 시티 FC,맨시티,0,5,0,방문,AC
2019-08-17,라리가,바르셀로나,아틀레틱 클루브,0,1,0,방문,BC
2019-08-18,라리가,오사수나,CD 레가네스,1,0,1,방문,BC
2019-08-18,라리가,레알 소시에다드,발렌시아,1,1,0,방문,BC
2019-08-18,라리가,레알 마드리드,셀타 비고,3,1,1,방문,BC
2019-08-18,라리가,에이바르,RCD 마요르카,1,2,0,방문,BC
2019-08-18,라리가,그라나다,비야레알,4,4,0,방문,BC
2019-08-19,라리가,세비야,RCD 에스파뇰,2,0,1,방문,BC
2019-08-19,라리가,레반테,데포르티보 알라베스,0,1,0,방문,BC
2019-08-19,라리가,헤타페,아틀레티코 마드리드,0,1,0,방문,BC
2019-08-19,라리가,레알 바야돌리드,레알 베티스,2,1,1,방문,BC
2019-08-24,라리가,세비야,그라나다,1,0,1,방문,BC
2019-08-24,라리가,비야레알,레반테,1,2,0,방문,BC
2019-08-25,라리가,에이바르,오사수나,0,0,0,방문,BC
2019-08-25,라리가,발렌시아,셀타 비고,0,1,0,방문,BC
2019-08-25,라리가,레알 바야돌리드,레알 마드리드,1,1,0,방문,BC
2019-08-25,라리가,아틀레틱 클루브,헤타페,1,1,0,방문,BC
2019-08-26,라리가,RCD 에스파뇰,데포르티보 알라베스,0,0,0,방문,BC
2019-08-26,라리가,아틀레티코 마드리드,CD 레가네스,1,0,1,방문,BC
2019-08-26,라리가,레알 소시에다드,RCD 마요르카,1,0,1,방문,BC
2019-08-26,라리가,레알 베티스,바르셀로나,2,5,0,방문,BC
2019-08-31,라리가,셀타 비고,세비야,1,1,0,방문,BC
2019-08-31,라리가,레알 소시에다드,아틀레틱 클루브,0,2,0,방문,BC
2019-09-01,라리가,데포르티보 알라베스,헤타페,1,1,0,방문,BC
2019-09-01,라리가,레알 바야돌리드,레반테,0,2,0,방문,BC
2019-09-01,라리가,CD 레가네스,레알 베티스,1,2,0,방문,BC
2019-09-01,라리가,바르셀로나,오사수나,2,2,0,방문,BC
2019-09-02,라리가,그라나다,RCD 에스파뇰,3,0,1,방문,BC
2019-09-02,라리가,RCD 마요르카,발렌시아,0,2,0,방문,BC
2019-09-02,라리가,레알 마드리드,비야레알,2,2,0,방문,BC
2019-09-02,라리가,에이바르,아틀레티코 마드리드,2,3,0,방문,BC
2019-09-14,라리가,아틀레틱 클루브,RCD 마요르카,0,0,0,방문,BC
2019-09-14,라리가,비야레알,CD 레가네스,3,0,1,방문,BC
2019-09-14,라리가,레반테,레알 마드리드,2,3,0,방문,BC
2019-09-15,라리가,세비야,데포르티보 알라베스,1,0,1,방문,BC
2019-09-15,라리가,그라나다,셀타 비고,2,0,1,방문,BC
2019-09-15,라리가,RCD 에스파뇰,에이바르,2,1,1,방문,BC
2019-09-15,라리가,아틀레티코 마드리드,레알 소시에다드,0,2,0,방문,BC
2019-09-15,라리가,발렌시아,바르셀로나,2,5,0,방문,BC
2019-09-16,라리가,오사수나,레알 바야돌리드,1,1,0,방문,BC
2019-09-16,라리가,헤타페,레알 베티스,1,1,0,방문,BC
2019-09-21,라리가,에이바르,레반테,0,0,0,방문,BC
2019-09-21,라리가,레알 베티스,오사수나,0,0,0,방문,BC
2019-09-21,라리가,레알 바야돌리드,비야레알,0,2,0,방문,BC
2019-09-22,라리가,셀타 비고,아틀레티코 마드리드,0,0,0,방문,BC
2019-09-22,라리가,CD 레가네스,발렌시아,1,1,0,방문,BC
2019-09-22,라리가,레알 소시에다드,RCD 에스파뇰,3,1,1,방문,BC
2019-09-22,라리가,바르셀로나,그라나다,0,2,0,방문,BC
2019-09-22,라리가,RCD 마요르카,헤타페,2,4,0,방문,BC
2019-09-23,라리가,레알 마드리드,세비야,1,0,1,방문,BC
2019-09-23,라리가,데포르티보 알라베스,아틀레틱 클루브,0,2,0,방문,BC
2019-09-25,라리가,그라나다,레알 바야돌리드,1,1,0,방문,BC
2019-09-25,라리가,비야레알,바르셀로나,1,2,0,방문,BC
2019-09-25,라리가,레반테,레알 베티스,1,3,0,방문,BC
2019-09-26,라리가,아틀레티코 마드리드,RCD 마요르카,2,0,1,방문,BC
2019-09-26,라리가,아틀레틱 클루브,CD 레가네스,1,1,0,방문,BC
2019-09-26,라리가,오사수나,레알 마드리드,0,2,0,방문,BC
2019-09-26,라리가,헤타페,발렌시아,3,3,0,방문,BC
2019-09-27,라리가,RCD 에스파뇰,셀타 비고,1,1,0,방문,BC
2019-09-27,라리가,데포르티보 알라베스,레알 소시에다드,0,3,0,방문,BC
2019-09-27,라리가,세비야,에이바르,2,3,0,방문,BC
2019-09-28,라리가,발렌시아,아틀레틱 클루브,1,0,1,방문,BC
2019-09-28,라리가,바르셀로나,헤타페,2,0,1,방문,BC
2019-09-28,라리가,레알 베티스,비야레알,1,5,0,방문,BC
2019-09-29,라리가,레알 마드리드,아틀레티코 마드리드,0,0,0,방문,BC
2019-09-29,라리가,레알 바야돌리드,RCD 에스파뇰,2,0,1,방문,BC
2019-09-29,라리가,CD 레가네스,그라나다,0,1,0,방문,BC
2019-09-29,라리가,RCD 마요르카,데포르티보 알라베스,0,2,0,방문,BC
2019-09-29,라리가,셀타 비고,에이바르,0,2,0,방문,BC
2019-09-30,라리가,아틀레티코 마드리드,레알 바야돌리드,0,0,0,방문,BC
2019-09-30,라리가,비야레알,RCD 에스파뇰,1,0,1,방문,BC
2019-09-30,라리가,RCD 에스파뇰,레반테,1,0,1,방문,BC
2019-09-30,라리가,레알 소시에다드,셀타 비고,1,0,1,방문,BC
2019-09-30,라리가,바르셀로나,에이바르,3,0,1,방문,BC
2019-09-30,라리가,RCD 마요르카,CD 레가네스,0,1,0,방문,BC
2019-09-30,라리가,레알 마드리드,RCD 마요르카,0,1,0,방문,BC
2019-09-30,라리가,레알 베티스,그라나다,0,1,0,방문,BC
2019-09-30,라리가,오사수나,그라나다,0,1,0,방문,BC
2019-09-30,라리가,레반테,세비야,0,1,0,방문,BC
2019-09-30,라리가,아틀레틱 클루브,셀타 비고,0,1,0,방문,BC
2019-09-30,라리가,아틀레티코 마드리드,데포르티보 알라베스,1,1,0,방문,BC
2019-09-30,라리가,오사수나,레반테,1,1,0,방문,BC
2019-09-30,라리가,에이바르,레알 베티스,1,1,0,방문,BC
2019-09-30,라리가,세비야,발렌시아,1,1,0,방문,BC
2019-09-30,라리가,발렌시아,아틀레티코 마드리드,1,1,0,방문,BC
2019-09-30,라리가,레알 바야돌리드,아틀레틱 클루브,1,1,0,방문,BC
2019-09-30,라리가,레반테,CD 레가네스,2,1,1,방문,BC
2019-09-30,라리가,레반테,레알 소시에다드,2,1,1,방문,BC
2019-09-30,라리가,헤타페,레알 소시에다드,2,1,1,방문,BC
2019-09-30,라리가,RCD 에스파뇰,RCD 마요르카,0,2,0,방문,BC
2019-09-30,라리가,셀타 비고,데포르티보 알라베스,0,2,0,방문,BC
2019-09-30,라리가,에이바르,레알 바야돌리드,0,2,0,방문,BC
2019-09-30,라리가,헤타페,세비야,0,2,0,방문,BC
2019-09-30,라리가,아틀레틱 클루브,아틀레티코 마드리드,0,2,0,방문,BC
2019-09-30,라리가,CD 레가네스,헤타페,0,2,0,방문,BC
2019-09-30,라리가,셀타 비고,레알 베티스,1,2,0,방문,BC
2019-09-30,라리가,데포르티보 알라베스,발렌시아,1,2,0,방문,BC
2019-09-30,라리가,비야레알,오사수나,1,2,0,방문,BC
2019-09-30,라리가,RCD 에스파뇰,아틀레틱 클루브,0,3,0,방문,BC
2019-09-30,라리가,레알 베티스,레알 소시에다드,1,3,0,방문,BC
2019-09-30,라리가,발렌시아,오사수나,1,3,0,방문,BC
2019-09-30,라리가,레알 소시에다드,세비야,2,3,0,방문,BC
2019-09-30,라리가,세비야,바르셀로나,0,4,0,방문,BC
2019-09-30,라리가,데포르티보 알라베스,비야레알,1,4,0,방문,BC
2019-09-30,라리가,그라나다,레알 마드리드,2,4,0,방문,BC
2019-09-30,라리가,CD 레가네스,레알 마드리드,0,5,0,방문,BC
2019-09-30,라리가,레알 바야돌리드,바르셀로나,1,5,0,방문,BC
2019-10-31,라리가,레알 베티스,레알 마드리드,0,0,0,방문,BC
2019-10-31,라리가,아틀레틱 클루브,비야레알,0,0,0,방문,BC
2019-10-31,라리가,레알 바야돌리드,셀타 비고,0,0,0,방문,BC
2019-10-31,라리가,오사수나,헤타페,0,0,0,방문,BC
2019-10-31,라리가,세비야,레알 바야돌리드,1,0,1,방문,BC
2019-10-31,라리가,헤타페,셀타 비고,1,0,1,방문,BC
2019-10-31,라리가,데포르티보 알라베스,에이바르,2,0,1,방문,BC
2019-10-31,라리가,레알 마드리드,에이바르,4,0,1,방문,BC
2019-10-31,라리가,헤타페,RCD 에스파뇰,1,1,0,방문,BC
2019-10-31,라리가,아틀레티코 마드리드,그라나다,1,1,0,방문,BC
2019-10-31,라리가,CD 레가네스,레알 소시에다드,1,1,0,방문,BC
2019-10-31,라리가,아틀레티코 마드리드,세비야,1,1,0,방문,BC
2019-10-31,라리가,바르셀로나,CD 레가네스,2,1,1,방문,BC
2019-10-31,라리가,에이바르,CD 레가네스,2,1,1,방문,BC
2019-10-31,라리가,발렌시아,RCD 에스파뇰,2,1,1,방문,BC
2019-10-31,라리가,레알 소시에다드,그라나다,2,1,1,방문,BC
2019-10-31,라리가,레알 마드리드,데포르티보 알라베스,2,1,1,방문,BC
2019-10-31,라리가,세비야,레알 베티스,2,1,1,방문,BC
