"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2020-08-11","90.8","2.52","5.81","Hyun Jin Ryu",542583,547943,"walk","ball",,,,,"13","Jesus Aguilar walks.  ","R","R","L","TOR","MIA","B","null","null",3,1,2020,"1.0","0.6","-1.05","1.53","null","null","null",2,1,"Top","null","null",,,"643376",,"null",-10.987728217879475,-131.77476008794653,-6.206384401568359,13.370324976547684,24.351368274541542,-23.625742945704634,"3.55","1.73","null","null","null","91.3","1917","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.08","null","null","0.70",1,0,0,"null",3,"5","Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SI","2020-08-11","90.4","2.43","5.85","Hyun Jin Ryu",542583,547943,"null","called_strike",,,,,"6","null","R","R","L","TOR","MIA","S","null","null",3,0,2020,"1.1","0.8","0.57","2.37","null","null","null",2,1,"Top","null","null",,,"643376",,"null",-7.043020611316798,-131.51343978786372,-4.39450047807155,14.45381817687852,26.189776235953286,-22.598507706603918,"3.55","1.73","null","null","null","90.8","1889","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.09","null","null","null","null","null","null","null",3,"4","Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SI","2020-08-11","90.6","2.46","5.89","Hyun Jin Ryu",542583,547943,"null","ball",,,,,"14","null","R","R","L","TOR","MIA","B","null","null",2,0,2020,"1.1","0.7","1.15","2.47","null","null","null",2,1,"Top","null","null",,,"643376",,"null",-5.584684931110925,-131.8679490272224,-4.163506243215674,13.66142866111109,25.533487360715394,-23.459531510960666,"3.55","1.73","null","null","null","91.4","1882","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.96","null","null","null","null","null","null","null",3,"3","Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FC","2020-08-11","85.9","2.57","6.01","Hyun Jin Ryu",542583,547943,"null","ball",,,,,"14","null","R","R","L","TOR","MIA","B","null","null",1,0,2020,"-0.2","0.5","1.56","2.34","null","null","null",2,1,"Top","null","null",,,"643376",,"null",-2.092226715395404,-125.32676591866321,-3.702606131058379,-1.3469495781026033,18.39409867642509,-26.054984295131725,"3.55","1.73","null","null","null","87.1","2027","6.3",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.17","null","null","null","null","null","null","null",3,"2","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-08-11","90.6","2.53","5.79","Hyun Jin Ryu",542583,547943,"null","ball",,,,,"14","null","R","R","L","TOR","MIA","B","null","null",0,0,2020,"1.2","0.6","0.88","1.74","null","null","null",2,1,"Top","null","null",,,"643376",,"null",-6.681407800011553,-131.77426142840648,-5.623063863048365,15.160825861779273,24.428614405709,-23.800955105987057,"3.55","1.73","null","null","null","91.5","1962","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.93","null","null","null","null","null","null","null",3,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-11","90.4","2.46","5.91","Hyun Jin Ryu",542932,547943,"field_out","hit_into_play",,,,,"4","Jon Berti grounds out, third baseman Travis Shaw to first baseman Vladimir Guerrero Jr. ","R","R","L","TOR","MIA","X",5,"ground_ball",2,1,2020,"0.5","1.0","-0.39","2.59","null","null","null",1,1,"Top","95.96","153.15",,,"643376",,"null",-8.128321802756172,-131.47783273274453,-4.572495119158157,6.86395848797256,23.31019884489204,-19.690333809135236,"3.20","1.48","9","79.5","-18","91.5","2006","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.89","0.100","0.101","0.00",1,0,0,2,2,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-11","89.9","2.56","5.84","Hyun Jin Ryu",542932,547943,"null","foul",,,,,"4","null","R","R","L","TOR","MIA","S","null","null",2,0,2020,"0.4","1.0","-0.54","2.65","null","null","null",1,1,"Top","null","null",,,"643376",,"null",-8.690321089629654,-130.854702181313,-4.086643153580802,6.628259545127966,21.973507329820677,-20.472168993266493,"3.20","1.48","null","null","null","91.2","1933","6.6",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","53.88","null","null","null","null","null","null","null",2,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-08-11","86.1","2.29","6.02","Hyun Jin Ryu",542932,547943,"null","ball",,,,,"13","null","R","R","L","TOR","MIA","B","null","null",1,0,2020,"-0.3","0.6","-1.14","2.01","null","null","null",1,1,"Top","null","null",,,"643376",,"null",-7.574119724198147,-125.29995490650155,-4.666630949874798,-1.676027456134904,20.997645497726737,-24.8628155197432,"3.20","1.48","null","null","null","86.9","2044","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.11","null","null","null","null","null","null","null",2,"2","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-11","90.7","2.51","5.88","Hyun Jin Ryu",542932,547943,"null","ball",,,,,"8","null","R","R","L","TOR","MIA","B","null","null",0,0,2020,"0.4","0.9","-0.01","1.59","null","null","null",1,1,"Top","null","null",,,"643376",,"null",-7.132677467198702,-131.88113402805394,-6.881930665413606,5.798057148563075,23.597527171366856,-20.117538989246444,"3.20","1.48","null","null","null","91.6","1955","6.5",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.00","null","null","null","null","null","null","null",2,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2020-08-11","72.2","2.27","6.15","Hyun Jin Ryu",542340,547943,"strikeout","foul_tip",,,,,"2","Jonathan Villar strikes out on a foul tip.  ","R","R","L","TOR","MIA","S",2,"null",2,2,2020,"-1.2","-1.1","0.09","3.50","null","null","null",0,1,"Top","null","null",,,"643376",,"null",-2.3771551133131568,-105.04940825750413,4.054319768404387,-8.296793096180958,16.581723787781165,-41.501437595199974,"3.41","1.67","null","null","null","72.5","2547","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.12","null","null","0.00",1,0,0,"null",1,"7","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-11","90.4","2.54","5.91","Hyun Jin Ryu",542340,547943,"null","foul",,,,,"3","null","R","R","L","TOR","MIA","S","null","null",2,2,2020,"0.4","0.9","0.28","3.01","null","null","null",0,1,"Top","null","null",,,"643376",,"null",-6.547696561725305,-131.6815707282591,-3.318953665850931,6.22655900928834,23.76109887747445,-21.064066733965355,"3.41","1.67","201","66.6","40","91.2","1944","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.13","null","null","null","null","null","null","null",1,"6","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-11","80.8","2.60","5.90","Hyun Jin Ryu",542340,547943,"null","foul",,,,,"14","null","R","R","L","TOR","MIA","S","null","null",2,2,2020,"1.1","0.4","1.13","1.96","null","null","null",0,1,"Top","null","null",,,"643376",,"null",-5.367361609795757,-117.64311321232843,-3.0111033588791813,11.140094145225747,20.386562481645186,-27.86219701068756,"3.41","1.67","249","79.3","50","81.3","1368","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.07","null","null","null","null","null","null","null",1,"5","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-11","89.7","2.18","6.04","Hyun Jin Ryu",542340,547943,"null","ball",,,,,"11","null","R","R","L","TOR","MIA","B","null","null",1,2,2020,"0.5","1.2","-0.36","4.32","null","null","null",0,1,"Top","null","null",,,"643376",,"null",-7.403547282282091,-130.56637904476284,-0.7588276609118458,7.540159165855304,26.63163573362782,-18.88143435724445,"3.41","1.67","null","null","null","89.9","1916","6.3",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.17","null","null","null","null","null","null","null",1,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2020-08-11","73.4","2.07","6.24","Hyun Jin Ryu",542340,547943,"null","ball",,,,,"7","null","R","R","L","TOR","MIA","B","null","null",0,2,2020,"-1.1","-1.2","-0.56","1.65","null","null","null",0,1,"Top","null","null",,,"643376",,"null",-3.3838982944003506,-106.77469220154146,0.17163885766930265,-7.935339275721811,19.405322587485607,-41.64215937694693,"3.41","1.67","null","null","null","73.3","2633","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.12","null","null","null","null","null","null","null",1,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-11","89.2","2.42","6.03","Hyun Jin Ryu",542340,547943,"null","swinging_strike",,,,,"11","null","R","R","L","TOR","MIA","S","null","null",0,1,2020,"0.7","1.0","-0.02","3.69","null","null","null",0,1,"Top","null","null",,,"643376",,"null",-7.40803857033923,-129.8172690183497,-1.9423543823598493,8.893254358851312,23.752702840774113,-20.454398345623645,"3.41","1.67","null","null","null","89.8","1890","6.4",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.11","null","null","null","null","null","null","null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-08-11","87.4","2.32","6.01","Hyun Jin Ryu",542340,547943,"null","foul",,,,,"5","null","R","R","L","TOR","MIA","S","null","null",0,0,2020,"1.2","0.6","0.17","2.81","null","null","null",0,1,"Top","null","null",,,"643376",,"null",-7.747258517070117,-127.13393084693291,-2.8557308958965586,15.01424060682529,25.529293104954636,-24.967309309191894,"3.41","1.67","2","64.6","-48","87.5","1764","6.3",630901,547943,"643376","665489","624415","543768","666182","666971","545341","606192","54.18","null","null","null","null","null","null","null",1,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-08-05","78.8","2.41","5.83","Hyun Jin Ryu",542255,547943,"field_out","hit_into_play",,,,,"7","Ender Inciarte grounds out to first baseman Vladimir Guerrero Jr. ","R","L","L","ATL","TOR","X",3,"ground_ball",1,2,2020,"0.9","0.2","-0.74","1.88","null","null","null",2,5,"Bot","153.08","171.88",,,"643376",,"null",-8.517300930472533,-114.52021294444421,-2.194304740907512,9.115219801752284,19.857487703181825,-30.079842719514193,"3.32","1.51","4","45.8","-39","79.7","1233","6.8",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.67","0.193","0.174","0.00",1,0,0,1,39,"4","Changeup",0,2,0,2,2,0,0,2,"Standard","Strategic"
"FF","2020-08-05","91.1","2.21","5.75","Hyun Jin Ryu",542255,547943,"null","ball",,,,,"11","null","R","L","L","ATL","TOR","B","null","null",0,2,2020,"0.7","0.8","-1.37","2.68","null","null","null",2,5,"Bot","null","null",,,"643376",,"null",-10.664058249157769,-132.32241792386455,-3.6587131706839706,10.8409329748159,25.452891008105347,-21.697927732646836,"3.25","1.52","null","null","null","92.3","1939","6.9",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.64","null","null","null","null","null","null","null",39,"3","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Strategic"
"FC","2020-08-05","85.7","2.21","5.81","Hyun Jin Ryu",542255,547943,"null","called_strike",,,,,"8","null","R","L","L","ATL","TOR","S","null","null",0,1,2020,"-0.3","0.6","-0.21","1.59","null","null","null",2,5,"Bot","null","null",,,"643376",,"null",-5.184915736357974,-124.71238440351897,-4.915142109297533,-2.0962369439840245,23.11701132294,-25.503791788020703,"3.38","1.52","null","null","null","86.7","2047","6.8",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.74","null","null","null","null","null","null","null",39,"2","Cutter",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2020-08-05","90.0","2.38","5.62","Hyun Jin Ryu",542255,547943,"null","foul",,,,,"2","null","R","L","L","ATL","TOR","S","null","null",0,0,2020,"1.0","1.1","-0.17","2.81","null","null","null",2,5,"Bot","null","null",,,"643376",,"null",-8.513315843606485,-130.8469126827968,-3.3871403956515307,13.1139202978876,25.670449377868863,-19.094258853083343,"3.32","1.51","247","76.2","32","91.1","2048","6.8",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.68","null","null","null","null","null","null","null",39,"1","4-Seam Fastball",0,2,0,2,2,0,0,2,"Strategic","Standard"
"CH","2020-08-05","80.3","2.45","5.65","Hyun Jin Ryu",518586,547943,"strikeout","swinging_strike",,,,,"5","Charlie Culberson strikes out swinging.  ","R","R","L","ATL","TOR","S",2,"null",2,2,2020,"1.2","0.8","0.21","2.50","null","null","null",1,5,"Bot","null","null",,,"643376",,"null",-7.358470011026796,-116.78322814734337,-1.8405139532635437,12.653112478719892,21.334984140603147,-24.56781041876361,"3.41","1.56","null","null","null","81.2","1656","6.9",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.64","null","null","0.00",1,0,0,"null",38,"5","Changeup",0,2,0,2,2,0,0,2,"Standard","Standard"
"CH","2020-08-05","79.8","2.59","5.60","Hyun Jin Ryu",518586,547943,"null","ball",,,,,"14","null","R","R","L","ATL","TOR","B","null","null",1,2,2020,"1.2","0.8","1.60","2.02","null","null","null",1,5,"Bot","null","null",,,"643376",,"null",-4.472856169526889,-116.23723177852466,-2.7647147738600113,11.591718722507876,21.045291457022994,-24.312252342586742,"3.33","1.57","null","null","null","81.3","1599","7.2",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.31","null","null","null","null","null","null","null",38,"4","Changeup",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2020-08-05","90.0","2.29","5.70","Hyun Jin Ryu",518586,547943,"null","swinging_strike",,,,,"3","null","R","R","L","ATL","TOR","S","null","null",1,1,2020,"1.0","1.0","0.47","3.37","null","null","null",1,5,"Bot","null","null",,,"643376",,"null",-6.726773147618866,-131.05092529221466,-2.034651017579797,12.616954784020503,25.85403383744919,-20.235661342259625,"3.41","1.56","null","null","null","91.9","2081","7.2",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.28","null","null","null","null","null","null","null",38,"3","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FC","2020-08-05","86.5","2.32","5.82","Hyun Jin Ryu",518586,547943,"null","foul",,,,,"5","null","R","R","L","ATL","TOR","S","null","null",1,0,2020,"0.0","0.8","-0.11","2.73","null","null","null",1,5,"Bot","null","null",,,"643376",,"null",-5.775756420910888,-125.88733921045763,-2.8305300426137414,0.7189875256442583,23.682947070942888,-23.441350226643674,"3.41","1.56","214","72.5","25","87.5","2049","6.8",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.73","null","null","null","null","null","null","null",38,"2","Cutter",0,2,0,2,2,0,0,2,"Standard","Standard"
"FC","2020-08-05","86.0","2.58","5.79","Hyun Jin Ryu",518586,547943,"null","ball",,,,,"14","null","R","R","L","ATL","TOR","B","null","null",0,0,2020,"0.0","0.7","1.44","1.84","null","null","null",1,5,"Bot","null","null",,,"643376",,"null",-2.8346169819253677,-125.36599796595596,-4.690929402387882,0.9664118712910681,22.562004745612622,-24.07450394897069,"3.28","1.62","null","null","null","87.7","1988","7.0",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.47","null","null","null","null","null","null","null",38,"1","Cutter",0,2,0,2,2,0,0,2,"Standard","Standard"
"FC","2020-08-05","86.7","2.53","5.80","Hyun Jin Ryu",622666,547943,"strikeout","called_strike",,,,,"9","Johan Camargo called out on strikes.  ","R","R","L","ATL","TOR","S",2,"null",2,2,2020,"0.0","0.5","0.55","1.89","null","null","null",0,5,"Bot","null","null",,,"643376",,"null",-4.821769794765792,-126.2712459433565,-4.353882272884084,0.931350069959522,22.858198111848512,-25.852158049901515,"3.84","1.84","null","null","null","88.1","2012","6.9",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.62","null","null","0.00",1,0,0,"null",37,"6","Cutter",0,2,0,2,2,0,0,2,"Standard","Standard"
"CH","2020-08-05","81.0","2.61","5.68","Hyun Jin Ryu",622666,547943,"null","ball",,,,,"14","null","R","R","L","ATL","TOR","B","null","null",1,2,2020,"1.2","0.5","1.24","0.50","null","null","null",0,5,"Bot","null","null",,,"643376",,"null",-5.330573763966159,-117.78763455914411,-6.006133217563186,11.768420312762021,22.32225820840316,-26.173611457285187,"3.82","1.94","null","null","null","81.7","1603","6.8",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.69","null","null","null","null","null","null","null",37,"5","Changeup",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2020-08-05","90.4","2.36","5.73","Hyun Jin Ryu",622666,547943,"null","foul",,,,,"11","null","R","R","L","ATL","TOR","S","null","null",1,2,2020,"0.9","1.2","0.00","3.60","null","null","null",0,5,"Bot","null","null",,,"643376",,"null",-7.979824441299072,-131.51642442112123,-1.9146350681344328,12.653912571082223,27.51007412968304,-18.14896008932423,"3.37","1.53","177","69.9","36","91.2","2023","6.8",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.73","null","null","null","null","null","null","null",37,"4","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
"FF","2020-08-05","89.9","2.28","5.77","Hyun Jin Ryu",622666,547943,"null","ball",,,,,"11","null","R","R","L","ATL","TOR","B","null","null",0,2,2020,"1.0","1.1","-0.38","3.90","null","null","null",0,5,"Bot","null","null",,,"643376",,"null",-8.688207534142373,-130.74372824035063,-1.0812431951571713,12.781614900897187,27.210888699236808,-19.035134523968303,"3.77","1.86","null","null","null","90.6","2008","6.7",630307,547943,"643376","665489","624415","592273","666182","666971","546990","606192","53.80","null","null","null","null","null","null","null",37,"3","4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard"
