name,code,year,g,tpa,ab,h,2b,3b,hr,tb,rbi,sb,cs,sh,sf,bb,ibb,hbp,so,gidp,e,avg_risp,ops_risp
이형종,78135,2019,120,482,419,120,24,1,13,185,63,6,5,1,10,42,1,10,78,9,2,0.248 ,0.790 
서건창,78168,2019,113,486,426,128,23,3,2,163,41,17,3,3,5,49,1,3,50,5,6,0.344 ,0.797 
김재환,78224,2019,136,574,495,140,20,5,15,215,91,3,1,0,11,63,5,5,113,7,0,0.300 ,0.920 
최재훈,78288,2019,135,451,373,108,18,0,3,135,31,3,10,4,4,56,0,14,61,9,6,0.225 ,0.707 
전준우,78513,2019,141,606,545,164,30,1,22,262,83,8,2,1,7,46,2,7,71,19,4,0.279 ,0.745 
장성우,78548,2019,127,413,366,96,7,0,7,124,41,0,1,4,6,35,2,2,86,11,5,0.247 ,0.592 
김선빈,78603,2019,121,447,394,115,22,0,3,146,40,5,4,5,4,43,0,1,26,7,10,0.297 ,0.735 
오선진,78756,2019,122,453,392,88,16,0,3,113,36,7,2,10,3,38,0,10,72,8,12,0.263 ,0.663 
모창민,78813,2019,101,386,341,104,21,2,10,159,55,3,2,0,11,31,1,3,62,8,5,0.261 ,0.801 
오지환,79109,2019,134,547,473,119,23,5,9,179,53,27,5,7,3,57,1,7,113,7,12,0.256 ,0.802 
정주현,79150,2019,129,425,376,87,19,2,2,116,27,15,6,16,1,31,0,1,91,10,13,0.195 ,0.527 
채은성,79192,2019,128,514,470,148,18,1,12,204,72,2,2,0,8,24,1,12,67,9,2,0.331 ,0.819 
박건우,79215,2019,127,537,458,146,27,5,10,213,64,12,3,1,11,60,0,7,57,23,3,0.284 ,0.805 
정수빈,79231,2019,123,513,441,117,19,5,0,146,41,26,8,4,5,57,0,6,60,6,3,0.245 ,0.646 
허경민,79240,2019,133,540,475,137,25,1,4,176,60,11,5,3,11,34,2,17,36,16,8,0.324 ,0.866 
장영석,79334,2019,119,413,372,92,15,0,7,128,62,0,0,0,5,27,0,9,77,14,10,0.287 ,0.757 
박동원,79365,2019,112,361,317,94,15,1,10,141,55,1,0,7,1,34,0,2,56,10,1,0.337 ,1.035 
김상수,79402,2019,129,543,468,127,20,2,5,166,38,21,3,6,4,50,1,15,67,14,10,0.228 ,0.618 
이지영,79456,2019,106,331,308,87,5,1,1,97,39,5,1,6,1,15,1,1,28,14,3,0.308 ,0.703 
안치홍,79608,2019,105,408,362,114,18,1,5,149,49,4,2,0,5,40,1,1,37,9,11,0.234 ,0.639 
라모스,50165,2020,117,494,431,120,17,2,38,255,86,2,0,0,4,55,5,4,136,7,6,0.274 ,0.988 
러셀,50350,2020,65,271,244,62,14,0,2,82,31,2,0,0,3,22,1,2,37,6,12,0.274 ,0.710 
김지찬,50458,2020,135,287,254,59,5,1,1,69,13,21,4,5,2,24,0,2,44,1,10,0.194 ,0.465 
마차도,50506,2020,144,560,486,136,31,1,12,205,67,15,1,4,8,54,2,8,60,20,10,0.281 ,0.827 
반즈,50730,2020,74,319,283,75,17,1,9,121,42,2,1,0,2,27,1,7,81,4,4,0.348 ,0.923 
최지훈,50854,2020,127,520,466,120,19,5,1,152,27,18,6,8,3,38,0,5,80,4,4,0.218 ,0.546 
알테어,50923,2020,136,546,482,134,20,7,31,261,108,22,3,0,6,46,3,12,149,10,2,0.333 ,0.974 
정훈,60523,2020,111,476,410,121,19,1,11,175,58,11,1,2,4,56,0,4,85,8,2,0.357 ,0.961 
유강남,61102,2020,137,478,429,112,18,0,16,178,74,1,1,2,2,32,1,13,84,18,2,0.352 ,0.977 
이천웅,61186,2020,89,359,312,80,11,2,3,104,36,8,5,2,6,35,0,4,44,7,1,0.279 ,0.743 
정진호,61208,2020,113,326,282,78,14,1,2,100,19,9,7,10,2,29,1,3,50,5,1,0.192 ,0.532 
고종욱,61353,2020,92,288,272,77,9,3,3,101,26,1,3,0,1,14,0,1,55,3,2,0.263 ,0.592 
김헌곤,61404,2020,97,283,254,63,8,0,3,80,34,7,5,1,3,22,0,3,31,7,1,0.333 ,0.843 
박세혁,62244,2020,124,423,360,97,18,2,4,131,51,5,3,9,7,35,0,12,45,7,8,0.298 ,0.783 
유민상,62265,2020,126,456,391,96,23,0,8,143,65,0,0,2,4,53,1,6,80,14,9,0.308 ,0.907 
구자욱,62404,2020,118,510,446,137,27,2,15,213,78,19,5,1,4,51,3,8,91,4,2,0.336 ,0.988 
박해민,62415,2020,132,541,489,142,18,5,11,203,55,34,12,7,3,39,1,3,77,7,0,0.294 ,0.806 
김준태,62558,2020,128,369,306,69,12,2,5,100,43,2,2,3,3,56,0,1,64,5,7,0.267 ,0.757 
하주석,62700,2020,72,281,262,75,11,0,2,92,32,4,1,2,2,13,0,2,66,3,9,0.306 ,0.750 
박민우,62907,2020,126,530,467,161,27,5,8,222,63,13,6,2,10,36,2,15,48,12,10,0.388 ,0.969 
강진성,62925,2020,121,432,395,122,25,0,12,183,70,9,1,2,6,20,0,9,46,11,4,0.348 ,0.993 
노진혁,62931,2020,132,484,427,117,22,3,20,205,82,0,4,3,0,49,3,5,106,8,9,0.351 ,1.096 
나성범,62947,2020,130,584,525,170,37,2,34,313,112,3,1,0,1,49,2,9,148,6,0,0.338 ,0.976 
한승택,63722,2020,83,262,226,51,6,0,9,84,29,0,0,9,0,21,0,6,58,7,3,0.222 ,0.680 
권희동,63963,2020,123,426,346,90,16,0,12,142,50,3,0,6,5,58,0,11,72,6,2,0.286 ,0.858 
심우준,64006,2020,144,535,476,112,16,3,3,143,51,35,11,16,4,37,0,2,98,7,21,0.258 ,0.607 
배정대,64166,2020,144,615,533,154,25,3,13,224,65,22,13,5,4,68,0,5,142,9,5,0.277 ,0.707 
김하성,64300,2020,138,622,533,163,24,1,30,279,109,23,2,3,3,75,3,8,68,12,20,0.319 ,0.978 
박찬호,64646,2020,141,531,480,107,16,0,3,132,36,15,8,12,3,36,0,0,87,14,15,0.185 ,0.512 
박준태,64657,2020,128,443,347,85,13,1,5,115,29,5,1,9,3,65,0,19,120,4,5,0.173 ,0.643 
조용호,64868,2020,132,482,409,121,15,0,0,136,32,12,3,5,2,64,1,2,83,6,1,0.317 ,0.753 
허정협,65399,2020,111,360,314,84,12,0,10,126,43,0,0,3,1,40,0,2,73,7,3,0.250 ,0.755 
전병우,65586,2020,119,402,359,85,13,3,8,128,48,7,0,2,2,37,0,2,100,7,9,0.280 ,0.763 
홍창기,66108,2020,135,507,408,114,29,6,5,170,39,11,5,3,3,83,1,10,87,8,2,0.266 ,0.840 
최원준,66606,2020,123,412,359,117,16,6,2,151,35,14,3,9,5,33,0,6,35,1,4,0.364 ,0.892 
김동엽,66838,2020,115,451,413,129,21,0,20,210,74,4,4,1,4,29,0,4,79,14,2,0.315 ,0.850 
로하스,67025,2020,142,628,550,192,39,1,47,374,135,0,1,0,8,65,5,5,132,11,4,0.351 ,1.058 
김혜성,67304,2020,142,553,499,142,24,6,7,199,61,25,8,2,4,46,0,2,94,6,9,0.366 ,0.975 
이정후,67341,2020,140,617,544,181,49,5,15,285,101,12,2,2,8,59,6,4,47,16,3,0.354 ,1.061 
로맥,67872,2020,139,586,485,137,32,0,32,265,91,4,2,0,4,91,5,6,116,5,12,0.316 ,1.120 
강백호,68050,2020,129,574,500,165,36,1,23,272,89,7,2,0,3,66,9,5,93,7,10,0.320 ,0.884 
한동희,68525,2020,135,531,461,128,22,0,17,201,67,0,3,5,3,57,0,5,97,15,17,0.243 ,0.790 
정은원,68743,2020,79,303,254,63,9,2,3,85,29,1,1,2,1,41,0,5,41,4,4,0.232 ,0.683 
페르난데스,69209,2020,144,668,586,199,29,0,21,291,105,0,1,0,11,58,1,13,42,26,1,0.327 ,0.879 
터커,69652,2020,142,631,542,166,40,0,32,302,113,0,2,0,4,76,3,9,67,12,1,0.300 ,0.938 
노시환,69737,2020,106,387,346,76,18,2,12,134,43,0,1,1,1,33,1,6,116,8,13,0.160 ,0.590 
이대호,71564,2020,144,611,542,158,27,0,20,245,110,1,0,0,11,53,9,5,68,21,2,0.323 ,0.928 
김태균,71752,2020,67,254,219,48,11,0,2,65,29,0,0,1,2,30,3,2,42,8,0,0.321 ,0.863 
김강민,71837,2020,122,327,289,73,11,1,12,122,45,7,5,5,2,27,2,4,62,10,2,0.250 ,0.779 
최형우,72443,2020,140,600,522,185,37,1,28,308,115,0,0,0,3,70,5,5,101,9,0,0.374 ,1.136 
박경수,73113,2020,119,391,324,91,17,0,13,147,59,0,1,3,7,48,2,9,96,14,8,0.268 ,0.866 
이용규,74163,2020,120,487,419,120,14,2,1,141,32,17,8,2,1,59,0,6,36,9,3,0.294 ,0.772 
김재호,74206,2020,120,458,402,116,15,1,2,139,39,6,2,2,5,45,1,4,45,17,13,0.252 ,0.709 
유한준,74339,2020,119,428,386,108,17,0,11,158,64,0,0,1,1,40,2,0,51,9,0,0.309 ,0.864 
박석민,74465,2020,123,448,356,109,15,0,14,166,63,0,1,2,4,75,2,10,62,11,14,0.327 ,0.960 
강민호,74540,2020,119,393,355,102,14,0,19,173,61,0,0,0,3,31,2,4,54,17,8,0.303 ,1.030 
박병호,75125,2020,93,383,309,69,7,0,21,139,66,0,0,0,8,57,2,9,114,8,6,0.227 ,0.894 
오재일,75334,2020,127,534,471,147,32,0,16,227,89,2,1,0,2,61,1,0,92,12,3,0.376 ,1.001 
이원석,75566,2020,121,467,403,108,17,0,13,164,74,0,1,1,12,49,1,2,82,7,10,0.336 ,0.925 
최정,75847,2020,133,553,452,122,22,0,33,243,96,8,3,0,6,75,1,20,98,7,11,0.276 ,0.919 
양의지,76232,2020,130,528,461,151,26,1,33,278,124,5,2,1,6,46,7,14,47,11,2,0.425 ,1.290 
민병헌,76249,2020,109,342,309,72,12,0,2,90,23,10,6,5,2,21,1,5,62,12,0,0.175 ,0.467 
최주환,76267,2020,140,574,509,156,29,4,16,241,88,2,2,1,10,47,5,7,66,7,10,0.349 ,1.006 
김현수,76290,2020,142,619,547,181,35,2,22,286,119,0,2,0,7,63,7,2,53,9,1,0.446 ,1.209 
황재균,76313,2020,134,600,541,169,35,5,21,277,97,11,6,3,4,47,0,5,98,12,13,0.324 ,0.894 
송광민,76753,2020,94,298,277,65,12,0,9,104,43,0,0,1,3,14,1,3,69,17,6,0.270 ,0.811 
김성현,76802,2020,133,392,343,93,9,1,2,110,25,1,1,11,3,30,0,5,27,10,10,0.236 ,0.561 
이재원,76812,2020,80,251,222,41,8,0,2,55,21,0,0,3,1,19,3,6,24,12,3,0.237 ,0.615 
이명기,76849,2020,136,540,477,146,18,3,2,176,45,12,7,5,4,50,0,4,78,6,1,0.311 ,0.720 
손아섭,77532,2020,141,611,540,190,43,0,11,266,85,5,0,1,7,61,4,2,56,9,1,0.333 ,0.879 
김민성,77564,2020,87,333,297,79,20,0,5,114,47,2,1,4,4,24,2,4,66,8,5,0.321 ,0.906 
이형종,78135,2020,81,323,287,85,17,2,17,157,50,1,0,0,2,27,1,7,61,7,4,0.288 ,0.930 
서건창,78168,2020,135,595,484,134,28,5,5,187,52,24,10,5,10,91,1,5,58,8,3,0.300 ,0.796 
김재환,78224,2020,140,614,516,137,26,1,30,255,113,6,0,0,6,91,3,1,154,14,2,0.278 ,0.852 
최재훈,78288,2020,126,389,339,102,19,0,3,130,36,0,0,5,0,29,0,16,44,7,5,0.325 ,0.787 
전준우,78513,2020,143,628,562,157,34,1,26,271,96,5,5,3,3,52,0,8,79,21,5,0.272 ,0.908 
장성우,78548,2020,130,455,400,111,15,0,13,165,79,0,0,10,6,38,0,1,64,15,3,0.310 ,0.857 
김선빈,78603,2020,85,351,303,100,19,0,1,122,37,1,1,1,5,40,0,2,43,12,3,0.345 ,0.856 
나지완,78629,2020,137,556,468,136,19,1,17,208,92,0,0,0,6,64,1,18,114,6,1,0.338 ,1.016 
오지환,79109,2020,141,591,527,158,41,7,10,243,71,20,8,5,5,45,1,9,116,4,15,0.293 ,0.848 
정주현,79150,2020,134,371,328,81,10,4,4,111,30,8,7,9,2,29,0,3,63,6,10,0.253 ,0.665 
채은성,79192,2020,109,464,416,122,17,2,15,188,88,0,3,0,7,32,1,9,69,12,2,0.352 ,0.985 
박건우,79215,2020,129,551,487,148,40,0,14,230,70,8,2,3,7,42,2,12,65,9,2,0.280 ,0.740 
정수빈,79231,2020,141,559,490,146,17,8,5,194,59,15,6,7,5,55,3,2,56,10,1,0.265 ,0.734 
허경민,79240,2020,117,487,437,145,25,1,7,193,58,14,6,3,7,35,2,5,28,10,9,0.375 ,0.911 
박동원,79365,2020,112,372,324,81,21,0,12,138,50,0,0,2,2,38,0,6,68,10,6,0.250 ,0.821 
김상수,79402,2020,120,471,404,123,18,3,5,162,47,10,3,2,2,55,1,8,55,16,7,0.311 ,0.926 
이지영,79456,2020,101,289,262,81,10,2,0,95,36,1,1,3,1,19,1,4,28,8,4,0.333 ,0.797 
안치홍,79608,2020,124,460,412,118,28,0,8,170,54,14,3,4,2,35,2,7,47,11,14,0.288 ,0.807 
