날짜,팀,상대,득점,실점,승리,장소,시기,리그,예외
2020-03-06,피닉스,포틀랜드,127,117,1,안방,BC,정규리그,0
2020-03-06,LA 레이커스,밀워키,113,103,1,안방,BC,정규리그,0
2020-03-07,샬럿,휴스턴,108,99,1,안방,BC,정규리그,0
2020-03-07,디트로이트,유타,105,111,0,안방,BC,정규리그,0
2020-03-07,클리블랜드,덴버,104,102,1,안방,BC,정규리그,0
2020-03-07,멤피스,애틀랜타,118,101,1,안방,BC,정규리그,0
2020-03-07,골든스테이트,필라델피아,118,114,1,안방,BC,정규리그,0
2020-03-07,포틀랜드,새크라멘토,111,123,0,안방,BC,정규리그,0
2020-03-08,브루클린,시카고,110,107,1,안방,BC,정규리그,0
2020-03-08,미네소타,뉴올리언스,107,120,0,안방,BC,정규리그,0
2020-03-08,LA 클리퍼스,LA 레이커스,103,112,0,안방,BC,정규리그,0
2020-03-08,보스턴,오클라호마시티,104,105,0,안방,BC,정규리그,0
2020-03-08,피닉스,밀워키,140,131,1,안방,BC,정규리그,0
2020-03-08,워싱턴,마이애미,89,100,0,안방,BC,정규리그,0
2020-03-08,댈러스,인디애나,109,112,0,안방,BC,정규리그,0
2020-03-08,휴스턴,올랜도,106,126,0,안방,BC,정규리그,0
2020-03-08,뉴욕,디트로이트,96,84,1,안방,BC,정규리그,0
2020-03-08,클리블랜드,샌안토니오,132,129,1,안방,BC,정규리그,0
2020-03-08,새크라멘토,토론토,113,118,0,안방,BC,정규리그,0
2020-03-09,애틀랜타,샬럿,143,138,1,안방,BC,정규리그,0
2020-03-09,덴버,밀워키,109,95,1,안방,BC,정규리그,0
2020-03-09,유타,토론토,92,101,0,안방,BC,정규리그,0
2020-03-10,워싱턴,뉴욕,122,115,1,안방,BC,정규리그,0
2020-03-10,인디애나,보스턴,111,114,0,안방,BC,정규리그,0
2020-03-10,휴스턴,미네소타,117,111,1,안방,BC,정규리그,0
2020-03-10,샌안토니오,댈러스,119,109,1,안방,BC,정규리그,0
2020-03-10,멤피스,올랜도,115,120,0,안방,BC,정규리그,0
2020-03-10,시카고,클리블랜드,108,103,1,안방,BC,정규리그,0
2020-03-10,포틀랜드,피닉스,121,105,1,안방,BC,정규리그,0
2020-03-10,LA 레이커스,브루클린,102,104,0,안방,BC,정규리그,0
2020-03-10,골든스테이트,LA 클리퍼스,107,131,0,안방,BC,정규리그,0
2020-03-11,필라델피아,디트로이트,124,106,1,안방,BC,정규리그,0
2020-03-11,애틀랜타,뉴욕,131,136,0,안방,BC,정규리그,0
2020-03-11,마이애미,샬럿,98,109,0,안방,BC,정규리그,0
2020-03-11,댈러스,덴버,113,97,1,안방,BC,정규리그,0
2020-07-30,뉴올리언스,유타,104,106,0,안방,AC,정규리그,0
2020-07-30,LA 레이커스,LA 클리퍼스,103,101,1,안방,AC,정규리그,0
2020-07-31,브루클린,올랜도,118,128,0,안방,AC,정규리그,0
2020-07-31,포틀랜드,멤피스,140,135,1,안방,AC,정규리그,0
2020-07-31,워싱턴,피닉스,112,125,0,안방,AC,정규리그,0
2020-07-31,밀워키,보스턴,119,112,1,안방,AC,정규리그,0
2020-07-31,샌안토니오,새크라멘토,129,120,1,안방,AC,정규리그,0
2020-07-31,댈러스,휴스턴,149,153,0,안방,AC,정규리그,0
2020-08-01,덴버,마이애미,105,125,0,안방,AC,정규리그,0
2020-08-01,오클라호마시티,유타,110,94,1,안방,AC,정규리그,0
2020-08-01,LA 클리퍼스,뉴올리언스,126,103,1,안방,AC,정규리그,0
2020-08-01,인디애나,필라델피아,127,121,1,안방,AC,정규리그,0
2020-08-01,토론토,LA 레이커스,107,92,1,안방,AC,정규리그,0
2020-08-02,브루클린,워싱턴,118,110,1,안방,AC,정규리그,0
2020-08-02,보스턴,포틀랜드,128,124,1,안방,AC,정규리그,0
2020-08-02,멤피스,샌안토니오,106,108,0,안방,AC,정규리그,0
2020-08-02,올랜도,새크라멘토,132,116,1,안방,AC,정규리그,0
2020-08-02,휴스턴,밀워키,120,116,1,안방,AC,정규리그,0
2020-08-02,피닉스,댈러스,117,115,1,안방,AC,정규리그,0
2020-08-03,마이애미,토론토,103,107,0,안방,AC,정규리그,0
2020-08-03,워싱턴,인디애나,100,111,0,안방,AC,정규리그,0
2020-08-03,오클라호마시티,덴버,113,121,0,안방,AC,정규리그,0
2020-08-03,뉴올리언스,멤피스,109,99,1,안방,AC,정규리그,0
2020-08-03,필라델피아,샌안토니오,132,130,1,안방,AC,정규리그,0
2020-08-03,유타,LA 레이커스,108,116,0,안방,AC,정규리그,0
2020-08-04,밀워키,브루클린,116,119,0,안방,AC,정규리그,0
2020-08-04,새크라멘토,댈러스,110,114,0,안방,AC,정규리그,0
2020-08-04,LA 클리퍼스,피닉스,115,117,0,안방,AC,정규리그,0
2020-08-04,인디애나,올랜도,120,109,1,안방,AC,정규리그,0
2020-08-04,마이애미,보스턴,112,106,1,안방,AC,정규리그,0
2020-08-04,포틀랜드,휴스턴,110,102,1,안방,AC,정규리그,0
2020-08-05,유타,멤피스,124,115,1,안방,AC,정규리그,0
2020-08-05,워싱턴,필라델피아,98,107,0,안방,AC,정규리그,0
2020-08-05,샌안토니오,덴버,126,132,0,안방,AC,정규리그,0
2020-08-05,LA 레이커스,오클라호마시티,86,105,0,안방,AC,정규리그,0
2020-08-05,올랜도,토론토,99,109,0,안방,AC,정규리그,0
2020-08-05,보스턴,브루클린,149,115,1,안방,AC,정규리그,0
2020-08-06,새크라멘토,뉴올리언스,140,125,1,안방,AC,정규리그,0
2020-08-06,밀워키,마이애미,130,116,1,안방,AC,정규리그,0
2020-08-06,피닉스,인디애나,114,99,1,안방,AC,정규리그,0
2020-08-06,댈러스,LA 클리퍼스,111,126,0,안방,AC,정규리그,0
2020-08-06,덴버,포틀랜드,115,125,0,안방,AC,정규리그,0
2020-08-06,휴스턴,LA 레이커스,113,97,1,안방,AC,정규리그,0
2020-08-07,샌안토니오,유타,119,111,1,안방,AC,정규리그,0
2020-08-07,멤피스,오클라호마시티,121,92,1,안방,AC,정규리그,0
2020-08-07,브루클린,새크라멘토,119,106,1,안방,AC,정규리그,0
2020-08-07,필라델피아,올랜도,108,101,1,안방,AC,정규리그,0
2020-08-07,뉴올리언스,워싱턴,118,107,1,안방,AC,정규리그,0
2020-08-07,토론토,보스턴,100,122,0,안방,AC,정규리그,0
2020-08-08,포틀랜드,LA 클리퍼스,117,122,0,안방,AC,정규리그,0
2020-08-08,덴버,유타,134,132,1,안방,AC,정규리그,0
2020-08-08,인디애나,LA 레이커스,116,111,1,안방,AC,정규리그,0
2020-08-08,마이애미,피닉스,112,119,0,안방,AC,정규리그,0
2020-08-08,댈러스,밀워키,136,132,1,안방,AC,정규리그,0
2020-08-09,오클라호마시티,워싱턴,121,103,1,안방,AC,정규리그,0
2020-08-09,토론토,멤피스,108,99,1,안방,AC,정규리그,0
2020-08-09,뉴올리언스,샌안토니오,113,122,0,안방,AC,정규리그,0
2020-08-09,보스턴,올랜도,122,119,1,안방,AC,정규리그,0
2020-08-09,포틀랜드,필라델피아,124,121,1,안방,AC,정규리그,0
2020-08-09,새크라멘토,휴스턴,112,129,0,안방,AC,정규리그,0
2020-08-09,LA 클리퍼스,브루클린,120,129,0,안방,AC,정규리그,0
2020-08-10,피닉스,오클라호마시티,128,101,1,안방,AC,정규리그,0
2020-08-10,유타,댈러스,114,122,0,안방,AC,정규리그,0
2020-08-10,밀워키,토론토,106,114,0,안방,AC,정규리그,0
2020-08-10,마이애미,인디애나,114,92,1,안방,AC,정규리그,0
2020-08-10,LA 레이커스,덴버,124,121,1,안방,AC,정규리그,0
2020-08-11,올랜도,브루클린,96,108,0,안방,AC,정규리그,0
2020-08-11,샌안토니오,휴스턴,123,105,1,안방,AC,정규리그,0
2020-08-11,필라델피아,피닉스,117,130,0,안방,AC,정규리그,0
2020-08-11,멤피스,보스턴,107,122,0,안방,AC,정규리그,0
2020-08-11,댈러스,포틀랜드,131,134,0,안방,AC,정규리그,0
2020-08-11,워싱턴,밀워키,113,126,0,안방,AC,정규리그,0
2020-08-11,새크라멘토,뉴올리언스,112,106,1,안방,AC,정규리그,0
2020-08-12,휴스턴,인디애나,104,108,0,안방,AC,정규리그,0
2020-08-12,필라델피아,토론토,121,125,0,안방,AC,정규리그,0
2020-08-12,오클라호마시티,마이애미,116,115,1,안방,AC,정규리그,0
2020-08-12,덴버,LA 클리퍼스,111,124,0,안방,AC,정규리그,0
2020-08-13,보스턴,워싱턴,90,96,0,안방,AC,정규리그,0
2020-08-13,LA 레이커스,새크라멘토,122,136,0,안방,AC,정규리그,0
2020-08-13,피닉스,댈러스,128,102,1,안방,AC,정규리그,0
2020-08-13,멤피스,밀워키,119,106,1,안방,AC,정규리그,0
2020-08-13,유타,샌안토니오,118,112,1,안방,AC,정규리그,0
2020-08-13,올랜도,뉴올리언스,133,127,1,안방,AC,정규리그,0
2020-08-13,브루클린,포틀랜드,133,134,0,안방,AC,정규리그,0
2020-08-14,토론토,덴버,117,109,1,안방,AC,정규리그,0
2020-08-14,인디애나,마이애미,109,92,1,안방,AC,정규리그,0
2020-08-14,LA 클리퍼스,오클라호마시티,107,103,1,안방,AC,정규리그,0
2020-08-14,휴스턴,필라델피아,96,134,0,안방,AC,정규리그,0
2020-08-15,포틀랜드,멤피스,126,122,1,안방,AC,정규리그,0
2020-08-17,덴버,유타,135,125,1,안방,AC,플레이오프,0
2020-08-17,토론토,브루클린,134,110,1,안방,AC,플레이오프,0
2020-08-17,보스턴,필라델피아,109,101,1,안방,AC,플레이오프,0
2020-08-17,LA 클리퍼스,댈러스,118,110,1,안방,AC,플레이오프,0
2020-08-18,밀워키,올랜도,110,122,0,안방,AC,플레이오프,0
2020-08-18,인디애나,마이애미,101,113,0,안방,AC,플레이오프,0
2020-08-18,휴스턴,오클라호마시티,123,108,1,안방,AC,플레이오프,0
2020-08-18,LA 레이커스,포틀랜드,93,100,0,안방,AC,플레이오프,0
2020-08-19,토론토,브루클린,104,99,1,안방,AC,플레이오프,0
2020-08-19,덴버,유타,105,124,0,안방,AC,플레이오프,0
2020-08-19,보스턴,필라델피아,128,101,1,안방,AC,플레이오프,0
2020-08-19,LA 클리퍼스,댈러스,114,127,0,안방,AC,플레이오프,0
2020-08-20,인디애나,마이애미,100,109,0,안방,AC,플레이오프,0
2020-08-20,휴스턴,오클라호마시티,111,98,1,안방,AC,플레이오프,0
2020-08-20,밀워키,올랜도,111,96,1,안방,AC,플레이오프,0
2020-08-20,LA 레이커스,포틀랜드,111,88,1,안방,AC,플레이오프,0
2020-08-21,브루클린,토론토,92,117,0,안방,AC,플레이오프,0
2020-08-21,유타,덴버,124,87,1,안방,AC,플레이오프,0
2020-08-21,필라델피아,보스턴,94,102,0,안방,AC,플레이오프,0
2020-08-21,댈러스,LA 클리퍼스,122,130,0,안방,AC,플레이오프,0
2020-08-22,올랜도,밀워키,107,121,0,안방,AC,플레이오프,0
2020-08-22,마이애미,인디애나,124,115,1,안방,AC,플레이오프,0
2020-08-22,오클라호마시티,휴스턴,119,107,1,안방,AC,플레이오프,0
2020-08-22,포틀랜드,LA 레이커스,108,116,0,안방,AC,플레이오프,0
2020-08-23,필라델피아,보스턴,106,110,0,안방,AC,플레이오프,0
2020-08-23,댈러스,LA 클리퍼스,135,133,1,안방,AC,플레이오프,0
2020-08-23,브루클린,토론토,122,150,0,안방,AC,플레이오프,0
2020-08-23,유타,덴버,129,127,1,안방,AC,플레이오프,0
2020-08-24,올랜도,밀워키,106,121,0,안방,AC,플레이오프,0
2020-08-24,오클라호마시티,휴스턴,117,114,1,안방,AC,플레이오프,0
2020-08-24,마이애미,인디애나,99,87,1,안방,AC,플레이오프,0
2020-08-24,포틀랜드,LA 레이커스,115,135,0,안방,AC,플레이오프,0
2020-08-25,덴버,유타,117,107,1,안방,AC,플레이오프,0
2020-08-25,LA 클리퍼스,댈러스,154,111,1,안방,AC,플레이오프,0
2020-08-29,밀워키,올랜도,118,104,1,안방,AC,플레이오프,0
2020-08-29,휴스턴,오클라호마시티,114,80,1,안방,AC,플레이오프,0
2020-08-29,LA 레이커스,포틀랜드,131,122,1,안방,AC,플레이오프,0
2020-08-30,토론토,보스턴,94,112,0,안방,AC,플레이오프,0
2020-08-30,댈러스,LA 클리퍼스,97,111,0,안방,AC,플레이오프,0
2020-08-30,유타,덴버,107,119,0,안방,AC,플레이오프,0
2020-08-31,밀워키,마이애미,104,115,0,안방,AC,플레이오프,0
2020-08-31,오클라호마시티,휴스턴,104,100,1,안방,AC,플레이오프,0
2020-09-01,토론토,보스턴,99,102,0,안방,AC,플레이오프,0
2020-09-01,덴버,유타,80,78,1,안방,AC,플레이오프,0
2020-09-02,밀워키,마이애미,114,116,0,안방,AC,플레이오프,0
2020-09-02,휴스턴,오클라호마시티,104,102,1,안방,AC,플레이오프,0
2020-09-03,보스턴,토론토,103,104,0,안방,AC,플레이오프,0
2020-09-03,LA 클리퍼스,덴버,120,97,1,안방,AC,플레이오프,0
2020-09-04,마이애미,밀워키,115,100,1,안방,AC,플레이오프,0
2020-09-04,LA 레이커스,휴스턴,97,112,0,안방,AC,플레이오프,0
2020-09-05,보스턴,토론토,93,100,0,안방,AC,플레이오프,0
2020-09-05,LA 클리퍼스,덴버,101,110,0,안방,AC,플레이오프,0
2020-09-06,마이애미,밀워키,115,118,0,안방,AC,플레이오프,0
2020-09-06,LA 레이커스,휴스턴,117,109,1,안방,AC,플레이오프,0
2020-09-07,토론토,보스턴,89,111,0,안방,AC,플레이오프,0
2020-09-07,덴버,LA 클리퍼스,107,113,0,안방,AC,플레이오프,0
2020-09-08,밀워키,마이애미,94,103,0,안방,AC,플레이오프,0
2020-09-08,휴스턴,LA 레이커스,102,112,0,안방,AC,플레이오프,0
2020-09-09,보스턴,토론토,122,125,0,안방,AC,플레이오프,0
2020-09-09,덴버,LA 클리퍼스,85,96,0,안방,AC,플레이오프,0
2020-09-10,휴스턴,LA 레이커스,100,110,0,안방,AC,플레이오프,0
2020-09-11,LA 클리퍼스,덴버,105,111,0,안방,AC,플레이오프,0
2020-09-11,토론토,보스턴,87,92,0,안방,AC,플레이오프,0
2020-09-12,LA 레이커스,휴스턴,119,96,1,안방,AC,플레이오프,0
2020-09-13,덴버,LA 클리퍼스,111,98,1,안방,AC,플레이오프,0
2020-09-15,보스턴,마이애미,114,117,0,안방,AC,플레이오프,0
2020-09-15,LA 클리퍼스,덴버,89,104,0,안방,AC,플레이오프,0
2020-09-17,보스턴,마이애미,101,106,0,안방,AC,플레이오프,0
2020-09-18,LA 레이커스,덴버,126,114,1,안방,AC,플레이오프,0
2020-09-19,마이애미,보스턴,106,117,0,안방,AC,플레이오프,0
2020-09-20,LA 레이커스,덴버,105,103,1,안방,AC,플레이오프,0
2020-09-22,덴버,LA 레이커스,114,106,1,안방,AC,플레이오프,0
2020-09-23,마이애미,보스턴,112,109,1,안방,AC,플레이오프,0
2020-09-24,덴버,LA 레이커스,108,114,0,안방,AC,플레이오프,0
2020-09-25,보스턴,마이애미,121,108,1,안방,AC,플레이오프,0
2020-09-26,LA 레이커스,덴버,117,107,1,안방,AC,플레이오프,0
2020-09-27,마이애미,보스턴,125,113,1,안방,AC,플레이오프,0
2020-09-30,LA 레이커스,마이애미,116,98,1,안방,AC,플레이오프,0
2020-10-02,LA 레이커스,마이애미,124,114,1,안방,AC,플레이오프,0
2020-10-04,마이애미,LA 레이커스,115,104,1,안방,AC,플레이오프,0
2020-10-06,마이애미,LA 레이커스,96,102,0,안방,AC,플레이오프,0
2020-10-09,LA 레이커스,마이애미,108,111,0,안방,AC,플레이오프,0
2020-10-11,마이애미,LA 레이커스,93,106,0,안방,AC,플레이오프,0
