season,pick,team,player,college,years,pos,g,gs,mp,fg,fga,x3p,x3pa,ft,fta,trb,ast,stl,blk,tov,pf,pts,ws
2000,13,ORL,Courtney Alexander,Fresno State,3,PG,187,59,4067,655,1552,41,121,339,417,409,227,111,18,203,377,1690,4.1
2000,14,DET,Mateen Cleaves,Michigan State,6,PG,167,10,1863,233,599,12,45,131,180,175,310,67,5,201,213,609,-0.8
2000,15,MIL,Jason Collier,Georgia Tech,5,C,151,65,2178,338,743,7,20,158,214,443,51,36,32,120,295,841,1.9
2000,16,SAC,Hedo T?rko?lu,,15,SF,997,571,26695,3851,9034,1246,3246,2074,2645,3971,2832,750,299,1578,2403,11022,63.3
2000,17,SEA,Desmond Mason,Oklahoma State,10,SF,643,385,19641,2931,6535,66,254,1839,2485,2863,1049,441,230,1032,1432,7767,23.2
2000,18,LAC,Quentin Richardson,DePaul,13,SG,783,486,20785,2923,7360,1167,3288,1019,1420,3666,1138,607,148,868,1529,8032,32.7
2000,19,CHH,Jamaal Magloire,Kentucky,12,C,680,314,14621,1763,3675,0,7,1391,2176,4408,386,224,603,998,1792,4917,27.7
2000,20,PHI,Speedy Claxton,Hofstra,7,PG,334,128,8548,1126,2753,42,218,802,1053,830,1441,503,40,580,827,3096,14.2
2000,21,TOR,Morris Peterson,Michigan State,11,SG,711,488,19366,2747,6567,1009,2702,1125,1456,2483,1090,639,136,716,1606,7628,35.7
2000,22,NYK,Donnell Harvey,Florida,5,PF,205,39,3318,453,985,1,10,243,369,827,161,97,80,209,464,1150,4.8
2000,23,UTA,DeShawn Stevenson,,13,SG,824,542,18396,2238,5515,550,1617,904,1296,1832,1355,423,134,814,1140,5930,12.3
2000,24,CHI,Dalibor Bagari?,,3,C,95,0,973,97,269,0,2,57,102,238,37,29,43,72,163,251,-0.9
2000,25,PHO,Jake Tsakalidis,,7,C,315,168,5005,580,1184,0,1,337,513,1238,101,73,223,268,689,1497,9.9
2000,26,DEN,Mamadou N'Diaye,Auburn,5,C,69,9,858,85,199,0,1,92,125,225,8,17,64,40,146,262,1.9
2000,27,IND,Primo? Brezec,,8,C,342,214,6192,1012,2034,1,6,427,609,1327,179,69,134,274,730,2452,10.9
2000,28,POR,Erick Barkley,St. John's,2,PG,27,4,266,32,90,4,15,9,10,21,40,19,1,17,31,77,0.1
2000,29,LAL,Mark Madsen,Stanford,9,C,453,70,5335,381,834,1,16,212,402,1157,181,116,102,206,866,975,8.2
2000,30,LAC,Marko Jari?,,7,SG,447,221,11246,1190,2944,289,840,524,718,1200,1600,583,128,708,967,3193,12
2000,31,DAL,Dan Langhi,Vanderbilt,4,SF,133,8,1253,172,440,11,38,38,62,199,39,30,12,35,106,393,0.2
2000,32,CHI,A.J. Guyton,Indiana,3,PG,80,14,1246,166,440,73,193,37,45,80,147,20,12,62,58,442,0.3
2000,33,CHI,Jake Voskuhl,UConn,9,C,450,93,6443,673,1381,1,3,467,654,1539,237,148,166,340,1166,1814,11.7
2000,34,CHI,Khalid El-Amin,UConn,1,PG,50,14,936,115,311,28,84,56,72,81,145,48,2,54,99,314,0.6
2000,35,WAS,Mike Smith,Louisiana-Monroe,1,SF,17,0,180,19,59,3,18,10,16,22,10,5,3,7,8,51,-0.1
2000,36,NJN,Soumaila Samake,,2,C,47,1,303,28,72,0,0,12,26,76,5,2,19,6,36,68,0.3
2000,37,MIA,Eddie House,Arizona State,11,PG,717,31,12405,2078,5077,817,2096,383,450,1223,1112,470,58,569,927,5356,20.1
2000,38,HOU,Eduardo N?jera,Oklahoma,12,PF,619,85,11213,1204,2505,110,354,534,796,2307,493,446,231,402,1378,3052,24.7
2000,39,NYK,Lavor Postell,St. John's,3,SG,61,0,446,59,176,11,44,66,83,45,13,12,2,35,28,195,-0.3
2000,40,ATL,Hanno M?tt?l?,Utah,2,C,155,17,2360,292,661,1,16,130,166,442,75,31,28,137,337,715,0.9
2000,42,SEA,Olumide Oyedeji,,3,C,93,5,587,50,101,0,0,27,41,196,11,16,15,30,106,127,1.1
2000,43,MIL,Michael Redd,Ohio State,12,SG,629,429,20104,4207,9405,1045,2751,2513,2998,2411,1338,579,66,963,1002,11972,55.8
2000,44,DET,Brian Cardinal,Purdue,12,PF,456,37,6477,664,1628,243,653,537,624,1050,465,295,69,330,890,2108,15.4
2000,45,SAC,Jabari Smith,LSU,4,C,108,2,1063,125,303,1,8,78,113,178,66,37,26,54,166,329,1.4
2000,49,MIL,Jason Hart,Syracuse,9,PG,341,56,5289,614,1473,64,203,331,420,567,774,253,34,275,528,1623,8.7
2000,50,UTA,Kaniel Dickens,Idaho,3,SF,19,0,85,8,20,3,9,3,4,12,2,2,2,3,9,22,0
2000,51,MIN,Igor Rako?evi?,,1,PG,42,0,244,22,58,5,12,29,36,17,33,4,0,23,25,78,0.1
2000,52,MIA,Ernest Brown,Indian Hills Community College,1,C,3,0,21,1,6,0,0,1,4,6,0,0,1,3,4,3,-0.2
2000,53,DEN,Dan McClintock,Northern Arizona University,1,C,6,1,58,9,18,0,0,0,5,17,1,0,2,3,11,18,0
2000,55,GSW,Chris Porter,Auburn,1,SF,51,35,1147,173,445,0,5,94,141,189,61,45,6,59,111,440,0.2
2001,1,WAS,Kwame Brown,,12,C,607,281,13389,1518,3088,1,9,998,1750,3333,554,324,376,771,1385,4035,20.7
2001,2,LAC,Tyson Chandler,,19,C,1160,886,31617,3558,5964,0,11,2393,3714,10467,967,630,1335,1656,3268,9509,102.2
2001,3,ATL,Pau Gasol,,18,C,1226,1150,41001,7980,15729,179,486,4755,6311,11305,3925,606,1941,2638,2632,20894,143.9
2001,4,CHI,Eddy Curry,,11,C,527,411,13109,2578,4734,2,2,1662,2588,2725,287,155,384,1174,1562,6820,21.8
2001,5,GSW,Jason Richardson,Michigan State,13,SG,857,842,29241,5558,12681,1608,4344,1920,2714,4245,2284,995,367,1503,1963,14644,59.1
2001,6,MEM,Shane Battier,Duke,13,SF,977,705,30004,2982,6819,1250,3254,1194,1606,4082,1717,988,906,878,2208,8408,75.7
2001,7,NJN,Eddie Griffin,Seton Hall,5,PF,303,117,6729,854,2263,237,752,226,337,1744,236,105,518,227,506,2171,10.8
2001,8,CLE,DeSagana Diop,,12,C,601,93,8403,503,1177,1,6,178,381,2219,270,227,630,355,1219,1185,12.8
2001,9,DET,Rodney White,UNC Charlotte,4,SF,218,21,3354,617,1455,91,290,215,287,485,237,118,65,285,309,1540,1.7
2001,10,BOS,Joe Johnson,Arkansas,17,SG,1276,1091,44234,7822,17719,1978,5331,2783,3468,5059,5001,1071,260,2451,2252,20405,83
2001,11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,SF,143,36,1935,203,501,46,168,57,89,347,103,85,28,64,170,509,3
2001,12,SEA,Vladimir Radmanovi?,,12,PF,737,213,16164,2148,5177,971,2567,612,807,2784,998,537,263,837,1552,5879,26.5
2001,13,HOU,Richard Jefferson,Arizona,17,SF,1181,809,34293,5150,11102,1042,2769,3562,4639,4720,2412,787,347,1768,2637,14904,83.2
2001,14,GSW,Troy Murphy,Notre Dame,12,PF,729,482,19921,2848,6400,613,1578,1551,1977,5708,1088,478,294,886,1890,7860,50.2
2001,15,ORL,Steven Hunter,DePaul,8,C,400,130,5993,735,1313,0,1,347,715,1264,79,49,422,249,656,1817,10.6
2001,16,CHH,Kirk Haston,Indiana,2,PF,27,0,134,13,56,0,6,6,12,27,8,0,6,10,19,32,-0.6
2001,17,TOR,Michael Bradley,Villanova,5,PF,173,13,2016,218,457,2,14,45,88,591,93,25,47,113,200,483,1.9
2001,18,HOU,Jason Collins,Stanford,13,C,735,477,14974,918,2234,7,34,778,1202,2706,626,368,359,605,2056,2621,20.2
2001,19,POR,Zach Randolph,Michigan State,17,PF,1116,882,34616,7436,15774,199,729,3507,4592,10208,2049,834,301,2290,2629,18578,81.3
2001,20,CLE,Brendan Haywood,UNC,13,C,816,549,18680,2110,3999,0,4,1318,2246,4875,442,320,1109,851,2043,5538,43.8
2001,21,BOS,Joseph Forte,UNC,2,SG,25,0,125,11,47,0,6,8,10,17,17,6,0,13,7,30,-0.4
2001,22,ORL,Jeryl Sasser,SMU,2,SG,82,4,1061,67,221,13,44,57,83,191,67,48,12,41,94,204,0.7
2001,23,HOU,Brandon Armstrong,Pepperdine,3,SG,108,0,699,101,287,25,75,12,20,63,24,22,4,37,83,239,-0.6
2001,24,UTA,Ra?l L?pez,,2,PG,113,26,2135,280,652,45,130,128,150,194,428,84,5,221,278,733,2.1
2001,25,SAC,Gerald Wallace,Alabama,14,SF,832,611,24731,3516,7492,407,1303,2494,3517,4838,1725,1200,681,1486,1829,9933,59.5
2001,26,PHI,Samuel Dalembert,Seton Hall,13,C,886,694,21646,2810,5393,1,12,1193,1689,6942,465,437,1546,1271,2601,6814,51.4
2001,27,MEM,Jamaal Tinsley,Iowa State,11,PG,547,404,14443,1759,4481,397,1326,737,1029,1605,3330,776,155,1375,1306,4652,17.3
2001,28,SAS,Tony Parker,,18,PG,1254,1151,38279,7777,15830,519,1603,3400,4525,3396,7036,1053,98,2865,2059,19473,111.2
2001,30,CHI,Trenton Hassell,Austin Peay State University,9,SG,644,428,16278,1549,3480,95,299,548,716,1826,1132,282,272,597,1399,3741,13.8
2001,31,GSW,Gilbert Arenas,Arizona,11,PG,552,455,19351,3722,8850,1079,3077,2879,3584,2168,2909,884,134,1744,1683,11402,51.2
2001,32,ORL,Omar Cook,St. John's,2,PG,22,0,213,17,51,0,5,3,6,13,46,16,1,16,20,37,-0.1
2001,33,MEM,Will Solomon,Clemson,2,SG,115,13,1584,218,576,74,248,74,107,132,225,62,11,116,147,584,0
2001,34,ATL,Terence Morris,Maryland,3,SF,139,12,1934,209,514,22,112,32,45,377,93,35,49,81,126,472,1
2001,35,NJN,Brian Scalabrine,USC,11,PF,520,61,6772,590,1512,180,523,234,299,1034,436,157,121,341,819,1594,7.5
2001,36,CLE,Jeff Trepagnier,USC,3,SG,31,0,270,34,101,6,13,14,20,43,22,19,4,25,20,88,-0.2
2001,37,PHI,Damone Brown,Syracuse,4,SF,39,3,351,43,128,4,14,18,27,52,19,5,7,31,44,108,-0.6
2001,38,DET,Mehmet Okur,,10,C,634,460,18429,3028,6615,596,1590,1909,2396,4436,1089,329,453,991,1815,8561,54.7
2001,40,SEA,Earl Watson,UCLA,13,PG,878,227,19494,2112,5139,502,1551,867,1233,1985,3871,873,176,1548,1755,5593,19.2
2001,41,IND,Jamison Brewer,Auburn,4,PG,54,1,468,35,94,8,32,11,28,50,56,19,2,32,34,89,-0.1
2001,42,SEA,Bobby Simmons,DePaul,10,SF,466,228,11513,1551,3552,378,955,709,862,1791,710,396,83,522,1153,4189,20.2
2001,45,CHI,Sean Lampley,California,2,SF,45,0,550,69,149,0,4,65,94,94,33,7,4,28,45,203,1.1
2001,46,MIN,Loren Woods,Arizona,6,C,215,47,2428,208,496,1,7,138,215,682,74,55,128,138,278,555,3.2
2001,48,MEM,Antonis Fotsis,,1,PF,28,1,320,42,104,7,23,17,20,62,10,9,11,21,22,108,0.1
2001,49,MIA,Ken Johnson,Ohio State,1,C,16,0,156,15,37,0,0,2,6,32,0,1,12,6,20,32,0
2001,50,POR,Ruben Boumtje-Boumtje,Georgetown,3,C,44,1,276,14,38,0,0,15,27,57,6,4,17,14,40,43,0.2
2001,51,PHO,Alton Ford,Houston,3,PF,73,0,524,70,138,0,0,46,66,124,11,6,8,37,115,186,0.8
2001,53,UTA,Jarron Collins,Stanford,10,C,542,216,8542,682,1500,0,5,731,1046,1579,419,138,98,334,1316,2095,15.7
2001,54,DAL,Kenny Satterfield,Cincinnati,2,PG,75,10,1062,128,382,12,55,53,71,95,176,51,3,96,79,321,-1.2
2001,57,PHI,Alvin Jones,Georgia Tech,1,C,23,2,126,8,20,0,0,10,20,36,3,3,9,11,35,26,0.1
2002,1,HOU,Yao Ming,,8,C,486,476,15818,3380,6445,2,10,2485,2984,4494,769,189,920,1311,1596,9247,66
2002,2,CHI,Jay Williams,Duke,1,PG,75,54,1961,273,685,65,202,103,161,195,350,86,17,171,179,714,0.8
2002,3,GSW,Mike Dunleavy,Duke,15,SF,986,585,27340,3935,8926,1304,3460,1874,2333,4211,2185,719,324,1369,1986,11048,58.5
2002,4,MEM,Drew Gooden,Kansas,14,PF,790,500,20127,3432,7435,88,342,1701,2239,5618,896,544,474,1158,1957,8653,44
2002,5,DEN,Nikoloz Tskitishvili,,4,SF,172,16,1946,190,626,43,183,84,115,307,114,46,50,126,227,507,-1.6
2002,6,CLE,Dajuan Wagner,Memphis,4,SG,103,28,2202,354,967,92,287,164,213,142,195,69,14,136,212,964,-2.77556E-17
2002,7,NYK,Nen?,,17,C,965,626,25237,4175,7621,7,53,2552,3864,5828,1719,1041,721,1688,2934,10909,73.2
2002,8,LAC,Chris Wilcox,Maryland,11,PF,628,261,12474,2101,3884,0,18,948,1474,3076,455,322,246,705,1517,5150,26.8
2002,9,PHO,Amar'e Stoudemire,,14,C,846,696,26254,5911,11009,30,127,4142,5444,6632,1050,636,1054,1953,2685,15994,92.5
2002,10,MIA,Caron Butler,UConn,14,SF,881,732,28333,4596,10592,746,2144,2492,2942,4387,2007,1163,216,1594,2129,12430,50.9
2002,11,WAS,Jared Jeffries,Indiana,11,SF,629,335,13579,1163,2728,73,292,604,1036,2563,798,435,323,674,1529,3003,13.3
2002,12,LAC,Melvin Ely,Fresno State,9,PF,375,55,6005,783,1702,0,3,426,682,1215,261,99,209,392,765,1992,3.8
2002,13,MIL,Marcus Haislip,Tennessee,4,PF,89,8,854,125,286,7,20,54,82,131,16,15,34,39,100,311,0.5
2002,14,IND,Fred Jones,Oregon,7,SG,430,78,10299,1090,2651,346,979,680,841,958,990,336,115,511,831,3206,16.4
2002,15,HOU,Bo?tjan Nachbar,,6,SF,317,25,5628,744,1834,325,867,439,560,836,283,135,84,280,698,2252,8.8
2002,16,PHI,Ji?? Welsch,,4,SF,247,102,4596,516,1280,118,344,369,491,602,375,187,15,262,394,1519,5.7
2002,17,WAS,Juan Dixon,Maryland,7,SG,436,77,8509,1400,3393,331,972,547,657,816,775,341,34,552,733,3678,6.3
2002,18,ORL,Curtis Borchardt,Stanford,2,C,83,23,1117,96,228,0,1,66,89,278,64,14,46,70,200,258,0.9
2002,19,UTA,Ryan Humphrey,Notre Dame,3,PF,85,1,772,78,227,0,3,41,76,189,18,20,19,48,113,197,-0.4
2002,20,TOR,Kareem Rush,Missouri,7,SG,346,78,5956,876,2189,288,805,173,246,572,353,150,74,298,459,2213,1.8
2002,21,POR,Qyntel Woods,Northeast Mississippi Community College,4,SF,167,24,2060,281,621,35,98,94,156,385,105,71,28,138,226,691,1.3
2002,22,PHO,Casey Jacobsen,Stanford,4,SF,287,14,5320,476,1210,209,594,327,425,516,304,121,24,210,372,1488,6.2
2002,23,DET,Tayshaun Prince,Kentucky,14,SF,1017,902,31576,4583,10082,569,1550,1537,2033,4332,2406,571,500,1064,1251,11272,63
2002,24,NJN,Nenad Krsti?,,7,C,419,373,10547,1724,3493,2,14,760,1041,2261,346,162,286,497,1251,4210,21.5
2002,25,DEN,Frank Williams,Illinois,3,PG,86,3,952,92,261,24,80,45,54,77,166,34,11,83,87,253,-2.77556E-17
2002,26,SAS,John Salmons,Miami (FL),13,SG,895,429,23672,3007,6979,726,1986,1552,1942,2603,2183,756,239,1185,1667,8292,33.9
2002,27,LAL,Chris Jefferies,Fresno State,2,SF,72,12,861,102,266,35,96,42,63,88,29,23,23,64,92,281,-0.5
2002,28,SAC,Dan Dickau,Gonzaga,6,PG,300,57,4617,608,1517,179,525,350,421,405,752,164,11,324,514,1745,5.8
2002,31,CHI,Roger Mason,Virginia,10,SG,518,103,9147,1196,2933,594,1549,303,350,897,677,189,75,370,709,3289,12.9
2002,32,MEM,Robert Archibald,Illinois,2,C-PF,44,3,328,15,53,0,0,21,49,69,16,14,6,17,59,51,0
2002,33,DEN,Vincent Yarbrough,Tennessee,1,SG,59,39,1381,168,428,21,78,49,62,162,130,57,33,81,145,406,1
2002,34,MIL,Dan Gadzuric,UCLA,10,C,527,164,7793,1049,2100,0,8,367,737,2326,196,242,448,357,1250,2465,15.9
2002,35,CLE,Carlos Boozer,Duke,13,PF,861,775,26901,5847,11221,1,14,2281,3158,8192,1928,765,346,1824,2612,13976,80.2
2002,37,ATL,David Andersen,,2,C,103,0,1264,203,461,35,101,60,89,292,57,20,21,59,159,501,1.6
2002,38,HOU,Tito Maddox,Fresno State,1,SG,9,0,35,3,12,0,3,5,8,7,5,3,1,3,4,11,0
2002,40,WAS,Juan Carlos Navarro,,1,SG,82,30,2117,308,766,156,432,124,146,210,177,48,1,134,94,896,1.4
2002,41,LAC,Mario Kasun,,2,C,73,0,569,78,167,0,1,42,66,188,11,10,16,41,155,198,0.9
2002,42,MIL,Ronald Murray,Shaw,8,SG,487,92,11077,1806,4360,328,1079,877,1210,1006,1096,404,100,742,795,4817,8.4
2002,44,CHI,Lonny Baxter,Maryland,4,C-PF,162,5,1884,247,530,1,5,142,216,477,40,37,59,108,324,637,2.9
2002,46,MEM,Matt Barnes,UCLA,14,SF,929,359,21967,2788,6388,982,2931,1031,1384,4281,1691,714,444,1172,2353,7589,43
2002,47,UTA,Jamal Sampson,California,5,PF,72,5,631,53,108,0,1,36,67,242,26,9,32,33,91,142,1.3
2002,48,MIL,Chris Owens,Texas,1,SF,1,0,6,2,3,0,0,0,0,1,0,0,0,1,0,4,0
2002,50,BOS,Darius Songaila,Wake Forest,8,PF,495,79,9229,1449,2904,3,19,514,609,1689,589,324,106,486,1197,3415,15.9
2002,53,MIA,Rasual Butler,La Salle,13,SF,809,266,17219,2293,5686,911,2520,595,796,1934,658,288,408,528,1132,6092,20.9
2002,54,NJN,Tamar Slay,Marshall,3,SG,66,0,517,73,202,13,49,14,26,70,31,26,4,39,71,173,-0.3
2002,56,SAS,Luis Scola,,10,PF,743,505,19001,3669,7442,92,271,1452,1961,4941,1194,474,224,1121,2037,8882,45.7
2002,57,SAS,Randy Holcomb,San Diego State,1,SF,4,0,11,1,1,0,0,0,0,1,0,0,0,0,2,2,0
2002,58,SAC,Corsley Edwards,Central Connecticut State University,1,C,10,0,110,10,31,0,0,7,12,25,3,3,4,2,19,27,0.1
2003,1,CLE,LeBron James,,18,SF,1265,1264,48551,12481,24781,1875,5453,7404,10082,9405,9346,2015,957,4424,2325,34241,236.6
2003,2,DET,Darko Mili?i?,,10,C,468,208,8638,1196,2602,0,6,421,734,1971,405,206,613,573,1065,2813,7
2003,3,DEN,Carmelo Anthony,Syracuse,18,SF,1122,1114,40031,9473,21143,1449,4151,6051,7451,7306,3250,1130,554,2932,3233,26446,102.4
2003,4,TOR,Chris Bosh,Georgia Tech,13,C,893,881,31936,6209,12581,305,910,4466,5591,7592,1795,730,932,1807,2159,17189,106
2003,5,MIA,Dwyane Wade,Marquette,16,SG,1054,909,35773,8454,17617,549,1874,5708,7463,4933,5701,1620,885,3326,2328,23165,120.7
2003,6,LAC,Chris Kaman,Central Michigan University,13,C,735,538,19642,3432,7023,1,24,1343,1808,5582,921,322,931,1544,1968,8208,24.7
2003,7,CHI,Kirk Hinrich,Kansas,13,PG,879,665,27015,3503,8522,1172,3122,1416,1770,2576,4245,972,243,1617,2487,9594,52.5
2003,8,MIL,T.J. Ford,Texas,8,PG,429,306,11882,1829,4223,127,439,1012,1242,1331,2495,496,55,1047,972,4797,16.9
2003,9,NYK,Mike Sweetney,Georgetown,4,C,233,73,3610,564,1164,0,2,388,563,1045,145,73,107,277,569,1516,7.7
2003,10,WAS,Jarvis Hayes,Georgia,7,SF,427,115,9898,1397,3363,392,1101,367,460,1330,459,312,56,374,852,3553,10.2
2003,11,GSW,Micka?l Pi?trus,,10,SF,557,172,11950,1625,3821,679,1910,700,1053,1723,445,371,230,576,1270,4629,19.7
2003,12,SEA,Nick Collison,Kansas,14,C,910,177,18603,2212,4146,21,101,914,1265,4701,939,446,469,878,2507,5359,44.4
2003,13,MEM,Marcus Banks,UNLV,8,PG,348,37,5571,741,1715,125,382,454,591,519,728,266,57,436,674,2061,6.6
2003,14,SEA,Luke Ridnour,Oregon,12,PG,830,493,21623,2933,6803,584,1674,1290,1496,1877,3713,814,161,1349,1779,7740,36.1
2003,15,ORL,Reece Gaines,Louisville,3,PG,71,1,605,48,148,7,26,20,33,53,50,17,3,26,40,123,-0.6
2003,16,BOS,Troy Bell,Boston College,1,PG,6,0,34,4,18,0,4,3,3,4,4,1,0,6,6,11,-0.2
2003,17,PHO,?arko ?abarkapa,,3,PF,150,4,1550,234,548,24,88,148,202,312,85,33,25,119,221,640,1.2
2003,18,NOH,David West,Xavier,15,PF,1034,742,29144,5703,11519,57,215,2571,3148,6590,2273,764,850,1660,2408,14034,86
2003,19,UTA,Sasha Pavlovi?,,10,SG,567,142,8888,1070,2651,308,890,339,504,1000,517,272,98,460,1026,2787,6.8
2003,20,BOS,Dahntay Jones,Duke,13,SF,624,157,9799,1203,2739,107,325,840,1118,1082,529,261,144,507,1206,3353,9.9
2003,21,ATL,Boris Diaw,,14,PF,1064,564,28768,3805,7711,475,1413,1054,1470,4634,3684,648,510,1897,2269,9139,51.5
2003,22,NJN,Zoran Planini?,,3,PG,148,10,1584,197,486,37,128,130,192,198,165,58,7,120,237,561,1.6
2003,23,POR,Travis Outlaw,,11,SF,622,98,13026,1994,4713,344,1021,941,1265,1974,514,331,381,512,1035,5273,16.4
2003,24,LAL,Brian Cook,Illinois,9,PF,421,74,5649,915,2083,262,686,220,281,1115,252,135,134,252,789,2312,10.1
2003,25,DET,Carlos Delfino,,8,SG,507,170,11580,1472,3669,678,1856,493,650,1815,887,461,88,509,827,4115,22.6
2003,26,MIN,Ndudi Ebi,,2,SF,19,0,86,17,35,0,1,6,13,19,4,1,5,6,13,40,0.1
2003,27,MEM,Kendrick Perkins,,14,C,782,565,17162,1705,3219,0,14,804,1353,4532,813,263,903,1233,2142,4214,27.8
2003,28,SAS,Leandro Barbosa,,14,SG,850,112,18386,3403,7409,988,2556,1241,1511,1720,1775,693,121,1061,1651,9035,37.3
2003,29,DAL,Josh Howard,Wake Forest,10,SF,507,403,15350,2759,6161,342,1029,1410,1830,2886,817,530,276,723,1297,7270,37.9
2003,30,NYK,Maciej Lampe,,3,C,64,0,632,94,231,2,8,25,37,142,22,8,10,35,81,215,-0.2
2003,31,CLE,Jason Kapono,UCLA,9,SF,509,87,9068,1336,3026,457,1054,269,322,844,417,180,25,327,777,3398,10.3
2003,32,LAL,Luke Walton,Arizona,10,SF,564,138,9685,1050,2449,182,558,367,513,1588,1317,313,102,597,810,2649,13.6
2003,33,MIA,Jerome Beasley,University of North Dakota,1,PF,2,0,5,1,3,0,0,0,0,1,0,0,0,0,0,2,0
2003,37,ATL,Travis Hansen,BYU,1,SF,41,4,507,46,130,9,30,22,27,70,19,10,9,15,67,123,0.2
2003,38,WAS,Steve Blake,Maryland,13,PG,870,347,20823,2061,5145,1037,2709,503,646,1816,3446,587,63,1222,1287,5662,29
2003,39,NYK,Slavko Vrane?,,1,C,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2003,40,GSW,Derrick Zimmerman,Mississippi State,1,PG,2,0,32,2,3,0,0,0,0,4,7,0,0,4,4,4,0
2003,41,SEA,Willie Green,Detroit Mercy,12,SG,731,297,14783,2417,5682,517,1494,708,925,1303,1018,393,108,705,1259,6059,13
2003,42,ORL,Zaza Pachulia,,16,C,1098,516,22240,2608,5559,0,31,2198,2927,6315,1433,768,378,1444,2738,7414,52.6
2003,43,MIL,Keith Bogans,Kentucky,11,SG,671,333,14527,1482,3759,714,2020,579,809,1817,866,429,68,574,1223,4257,20.5
2003,45,CHI,Matt Bonner,Florida,12,PF,792,112,13356,1749,3768,797,1923,337,432,2371,552,285,213,299,1307,4632,38.6
2003,47,UTA,Mo Williams,Alabama,13,PG,818,525,23872,4051,9326,1094,2891,1563,1795,2264,3990,721,121,1849,2005,10759,40.1
2003,48,NOH,James Lang,,1,C,11,0,55,4,9,0,0,3,5,11,2,0,3,2,14,11,0.1
2003,49,IND,James Jones,Miami (FL),14,SF,709,93,11098,1205,3003,776,1937,531,632,1276,366,226,218,231,930,3717,25.1
2003,51,NJN,Kyle Korver,Creighton,17,SG,1232,423,31183,4103,9277,2450,5715,1297,1479,3643,2114,804,403,1290,2522,11953,73.5
2003,56,BOS,Brandon Hunter,Ohio University,2,PF,67,12,630,90,189,0,3,40,82,187,22,17,8,44,82,220,0.8
2003,58,DET,Andreas Glyniadakis,,1,C,13,4,81,8,17,0,0,1,2,8,1,0,0,9,19,17,-0.2
2004,1,ORL,Dwight Howard,,17,C,1113,1045,37290,6739,11494,9,68,5144,9099,13691,1580,1017,2130,3143,3597,18631,134.5
2004,2,CHA,Emeka Okafor,UConn,10,C,616,603,19055,3004,5867,0,2,1362,2325,5967,520,414,1003,984,1696,7370,45.3
2004,3,CHI,Ben Gordon,UConn,11,SG,744,269,20366,3931,9092,1171,2921,2051,2394,1851,1868,508,114,1551,1720,11084,33.4
2004,4,LAC,Shaun Livingston,,14,PG,833,191,17188,2149,4419,13,73,920,1159,1989,2483,586,311,1034,1498,5231,29.9
2004,5,WAS,Devin Harris,Wisconsin,15,PG,985,448,23963,3486,8072,832,2558,2793,3507,2151,3869,998,194,1682,2171,10597,54.9
2004,6,ATL,Josh Childress,Stanford,8,SF,391,70,10432,1343,2571,99,301,763,980,1850,609,339,184,439,725,3548,25.8
2004,7,PHO,Luol Deng,Duke,15,SF,902,828,30941,5130,11257,658,1982,2443,3175,5468,2042,880,444,1459,1499,13361,74.1
2004,8,TOR,Rafael Ara?jo,BYU,3,C,139,75,1585,156,385,1,4,76,112,395,41,51,16,111,300,389,-0.4
2004,9,PHI,Andre Iguodala,Arizona,17,SF,1129,779,37452,4880,10486,1003,3013,2789,3933,5709,4872,1677,573,2136,2045,13552,97.1
2004,10,CLE,Luke Jackson,Oregon,4,SF,73,3,724,84,235,32,89,52,71,89,58,24,3,49,71,252,0.2
2004,11,GSW,Andris Biedri??,,10,C,516,311,11146,1432,2409,0,2,383,766,3631,467,331,580,479,1626,3247,30.8
2004,12,SEA,Robert Swift,,4,C,97,34,1500,172,340,0,0,72,118,376,20,26,86,71,224,416,1.6
2004,13,POR,Sebastian Telfair,,10,PG,564,193,12149,1542,3953,361,1133,738,950,898,1960,413,75,859,1196,4183,4.9
2004,14,UTA,Kris Humphries,Minnesota,13,PF,800,203,14232,2078,4486,55,188,1139,1626,4314,556,326,454,691,1456,5350,30.3
2004,15,BOS,Al Jefferson,,14,C,915,651,26299,6161,12344,8,66,2013,2833,7690,1347,628,1093,1211,2347,14343,71
2004,16,UTA,Kirk Snyder,Nevada,4,SG,211,71,3540,489,1116,92,281,263,376,491,241,86,69,206,328,1333,4.5
2004,17,ATL,Josh Smith,,13,PF,894,772,29000,5089,11247,450,1578,2368,3748,6653,2789,1083,1713,2197,2461,12996,51.2
2004,18,NOH,J.R. Smith,,16,SG,977,395,26275,4380,10465,1930,5178,1458,1990,3073,2077,974,204,1315,2191,12148,46.3
2004,19,MIA,Dorell Wright,,11,SF,549,222,12280,1657,3908,617,1691,666,826,2093,850,418,271,475,790,4597,26
2004,20,DEN,Jameer Nelson,Saint Joseph's,14,PG,878,639,24539,3790,8692,1153,3134,1207,1491,2595,4508,772,68,1831,2195,9940,48.3
2004,21,UTA,Pavel Podkolzin,,2,C,6,0,28,0,2,0,0,4,8,9,0,0,1,4,4,4,-0.1
2004,22,NJN,Viktor Khryapa,,4,SF,143,58,2351,251,567,14,48,127,193,492,142,86,48,139,353,643,2
2004,23,POR,Sergei Monia,,1,SF,26,15,343,29,87,9,34,10,14,52,19,7,5,12,41,77,-0.2
