name,code,year,tpa,ab,h
이원석,75566,2011,311,264,57
김근석,82799,1984,310,281,84
김종모,82617,1984,310,272,86
이건열,86620,1991,310,267,61
지화동,90761,1993,310,267,61
김민호,84510,1995,310,284,61
박재벌,92612,1996,310,273,68
조경환,98533,2002,310,280,60
김강민,71837,2011,310,281,79
조인성,98144,2015,310,276,64
김인식,40006,1987,309,288,62
김한수,94450,1994,309,279,76
진갑용,97202,1997,309,281,68
최준석,71552,2005,309,280,69
김일경,97300,2009,309,265,68
최재훈,78288,2017,309,269,69
송재박,88274,1988,308,261,81
김동재,83411,1989,308,274,72
김태룡,92407,1998,308,278,53
김경기,90313,1999,308,264,73
박정태,91514,2002,308,267,70
브리또,70834,2005,308,287,82
김민재,91523,2009,308,272,56
이인구,73563,2009,308,271,73
오대석,82477,1982,307,258,73
김광림,84210,1986,307,256,63
이명수,89221,1989,307,257,65
김용철,82514,1991,307,268,67
이선웅,83321,1991,307,273,64
이도형,93225,1995,307,283,82
김창희,97644,2000,307,250,59
허준,93705,2000,307,277,64
신경현,98742,2006,307,272,66
손지환,97103,2007,307,267,58
채상병,72742,2007,307,279,66
조인성,98144,2012,307,284,77
윤석민,74215,2014,307,281,75
금광옥,95901,1982,306,263,71
김바위,82110,1985,306,261,64
정영기,82153,1985,306,280,85
김민호,84510,1986,306,279,65
박승호,83431,1992,306,265,75
김종헌,90514,1995,306,268,64
조현,95103,1995,306,276,71
이우민,71565,2007,306,269,81
강로한,65515,2019,306,288,69
오대석,82477,1989,305,247,48
조성옥,84574,1990,305,250,59
김인호,89513,1995,305,273,64
이종열,91015,2003,305,262,61
이영우,96734,2008,305,271,78
박재상,71857,2013,305,262,69
최희섭,77623,2013,305,252,65
로메로,65233,2015,305,265,67
정수빈,79231,2016,305,269,65
정근우,75808,2019,305,277,77
김봉연,82690,1982,304,269,89
김성관,80010,1982,304,273,75
손차훈,93309,1993,304,279,61
정성룡,84450,1993,304,248,61
윤재국,98808,1999,304,260,69
이현곤,72606,2010,304,260,68
추승우,72139,2010,304,260,61
조동화,71848,2015,304,245,64
지석훈,73306,2017,304,268,64
이선웅,83321,1987,303,265,68
김만후,87610,1992,303,270,69
최해식,90020,1997,303,260,65
한상훈,73703,2003,303,270,53
서한규,98504,2005,303,254,63
이종열,91015,2005,303,269,68
이종열,91015,2008,303,271,63
히메네스,64553,2014,303,260,82
심우준,64006,2017,303,286,82
정은원,68743,2020,303,254,63
송영운,80056,1982,302,263,69
유두열,83573,1986,302,259,62
이건열,86620,1995,302,275,81
박계현,61893,2015,302,264,61
김무종,83800,1985,301,263,65
이중화,87722,1989,301,272,80
장종훈,87760,1989,301,256,65
강종필,89478,1991,301,258,68
서용빈,94162,2002,301,273,78
임수민,96766,2003,301,265,73
강민호,74540,2009,301,262,68
최희섭,77623,2012,301,246,62
김용철,82514,1982,300,253,76
김상국,86711,1987,300,274,70
이병훈,90460,1993,300,281,72
이숭용,94310,1995,300,267,68
임수혁,94511,1995,300,271,67
최태원,93807,2002,300,260,68
신경현,98742,2004,300,274,75
이종열,91015,2006,300,262,66
조인성,98144,2009,300,266,57
강귀태,72312,2010,300,269,62
강병식,72325,2010,300,251,72
조동화,71848,2010,300,250,61
김주형,74605,2011,300,271,54
이원석,75566,2013,300,264,83
유지훤,30004,1982,299,274,69
이순철,85620,1987,299,265,57
최계영,86540,1988,299,242,73
안경현,92207,1995,299,268,75
하득인,94323,1995,299,265,61
김동수,90419,2002,299,251,61
김수연,96777,2005,299,273,69
이지영,79456,2014,299,266,74
히메네스,65103,2015,299,279,87
정진호,61208,2018,299,269,81
백인천,96480,1982,298,250,103
조충열,82673,1982,298,268,62
송구홍,91006,1998,298,264,76
대톨라,99145,1999,298,265,74
이재주,92304,2004,298,250,64
이성열,73136,2012,298,265,58
문규현,72546,2015,298,265,65
송광민,76753,2020,298,277,65
장태수,82460,1985,297,252,73
김일권,82616,1986,297,258,48
장원진,92211,1994,297,259,77
강인권,95712,1995,297,246,54
브룸바,73324,2003,297,264,80
강귀태,72312,2005,297,265,70
정의윤,75151,2015,297,259,83
유강남,61102,2016,297,263,70
손주인,72456,2018,297,265,63
김상호,88110,1988,296,267,72
강석천,89778,1993,296,269,67
신명철,71504,2003,296,271,67
이재주,92304,2003,296,257,72
오선진,78756,2013,296,256,59
임훈,74823,2015,296,252,70
장태수,82460,1990,295,243,57
김만후,87610,1991,295,264,69
이선웅,83321,1992,295,259,62
동봉철,92411,1993,295,249,86
이정훈,87721,1997,295,266,63
유한준,74339,2006,295,246,60
박경수,73113,2007,295,248,59
김강민,71837,2008,295,258,70
이준호,60693,2012,295,255,58
박종훈,40007,1987,294,264,75
유지훤,30004,1987,294,263,54
김용철,82514,1990,294,268,69
김동수,90419,1991,294,255,50
염경엽,91350,1993,294,254,54
이동수,93494,2001,294,241,66
정수근,95208,2003,294,262,84
조성환,99543,2009,294,269,79
이지영,79456,2013,294,268,64
양세종,82276,1988,293,273,80
여태구,88376,1990,293,242,68
정경훈,90876,1993,293,259,62
조성환,99543,2002,293,255,60
손지환,97103,2006,293,273,72
유재웅,72220,2008,293,261,72
이영우,96734,2009,293,260,72
김무관,96473,1982,292,254,55
김태형,90214,1992,292,246,60
정회열,90660,1994,292,271,64
김선진,90415,1995,292,250,74
김재호,74206,2008,292,261,65
신경현,98742,2010,292,253,63
가르시아,78595,2011,292,268,66
정의윤,75151,2014,292,261,69
강한울,64610,2015,292,264,54
박재상,71857,2015,292,250,62
유승안,82174,1986,291,256,61
김성갑,85410,1988,291,257,65
허준,93705,1997,291,259,58
김주찬,70410,2002,291,264,58
고동진,74745,2005,291,250,50
민병헌,76249,2009,291,261,67
송광민,76753,2010,291,263,68
정원석,70240,2011,291,248,62
이대형,73153,2012,291,258,46
문우람,61363,2013,291,256,78
이성열,73136,2014,291,256,66
김인호,89513,1990,290,252,63
강영수,89476,1993,290,244,54
류지현,94106,1995,290,236,72
전상렬,91465,2002,290,268,66
강동우,98420,2012,290,257,65
함학수,82000,1982,289,261,68
김성갑,85410,1992,289,240,69
최해식,90020,2000,289,244,59
김태균,71752,2001,289,245,82
고지행,73732,2003,289,253,71
이종범,93607,2010,289,265,65
최진행,74729,2017,289,258,79
강경학,61700,2018,289,245,68
이지영,79456,2020,289,262,81
김진우,80030,1984,288,245,55
황병일,83473,1986,288,260,63
이명수,89221,1992,288,253,64
이명수,89221,1997,288,257,71
박재상,71857,2016,288,255,76
한승택,63722,2019,288,251,56
고종욱,61353,2020,288,272,77
김선진,90415,1991,287,259,66
임형석,90250,1995,287,250,60
신경현,98742,2007,287,260,65
김지찬,50458,2020,287,254,59
김종모,82617,1982,286,258,75
구천서,82273,1984,286,240,55
이병훈,90460,1992,286,263,79
조성옥,84574,1992,286,243,67
김민재,91523,1993,286,253,66
이호성,90658,1998,286,250,69
강귀태,72312,2008,286,261,65
박경수,73113,2010,286,231,60
김재호,74206,2013,286,248,78
정현발,95101,1983,285,255,59
양세종,82276,1989,285,254,65
박흥식,85130,1992,285,241,54
박지상,94745,1995,285,245,60
김종헌,90514,1996,285,254,62
이원재,62025,2019,285,256,66
이명수,89221,1990,284,239,45
최해식,90020,1995,284,250,49
홍원기,96723,2001,284,242,64
김창희,97644,2007,284,251,62
박동원,79365,2017,284,256,69
이진영,99810,2017,284,263,76
김광수,82210,1992,283,240,64
김민재,91523,1994,283,248,61
장종훈,87760,1994,283,243,65
김종훈,94539,1999,283,252,58
이민호,93748,1999,283,251,59
김종훈,94539,2001,283,245,71
최길성,70649,2006,283,250,64
김호령,65653,2015,283,257,56
이해창,60343,2017,283,254,69
김헌곤,61404,2020,283,254,63
신언호,82173,1983,282,256,69
유지훤,30004,1983,282,250,53
김윤환,84610,1987,282,237,67
서용빈,94162,1996,282,248,60
이재주,92304,2007,282,243,63
이종범,93607,2007,282,253,44
현재윤,72427,2009,282,245,59
최희섭,77623,2011,282,242,68
조동찬,72466,2016,282,247,68
이영구,80097,1985,281,246,69
여태구,88376,1988,281,250,63
장광호,92303,1996,281,250,53
이종민,91210,1997,281,247,75
홍원기,96723,1997,281,253,67
김성래,84410,1998,281,238,55
이대호,71564,2002,281,255,71
임훈,74823,2011,281,229,61
신본기,62556,2013,281,240,55
하주석,62700,2020,281,262,75
조흥운,80536,1983,280,254,60
김무종,83800,1987,280,243,55
조영훈,75441,2011,280,245,60
류지혁,62234,2018,280,228,61
김태진,64984,2020,280,263,62
박승호,83431,1983,279,241,57
장태수,82460,1983,279,245,51
한영준,85571,1992,279,217,59
한영준,85571,1993,279,228,50
강석천,89778,1995,279,257,63
장원진,92211,1998,279,249,56
미첼,70644,2000,279,238,54
잉글린,72859,2002,279,248,70
강봉규,70224,2010,279,232,55
장성호,96610,2010,279,237,58
김주형,74605,2013,279,249,60
손주인,72456,2015,279,244,60
하준호,78517,2015,279,248,64
장정기,80201,1982,278,235,55
김용국,85412,1990,278,255,56
김태형,90214,1993,278,242,67
김성현,86510,1994,278,250,69
신동주,91470,1998,278,238,69
송구홍,91006,1999,278,252,52
황동채,76562,2006,278,237,60
신명철,71504,2008,278,244,45
최준석,71552,2012,278,248,62
장성호,96610,2013,278,241,64
오정복,79453,2015,278,239,62
이동수,93494,1996,277,241,64
문규현,72546,2012,277,244,50
이병규,76100,2015,277,230,56
김경문,82211,1988,276,257,67
이광은,82121,1988,276,247,69
허경민,79240,2013,276,228,68
김선일,89512,1991,275,244,49
공필성,90581,1999,275,238,51
문규현,72546,2014,275,235,66
조쉬벨,64154,2014,275,240,64
최영진,61197,2019,275,251,63
김일권,82616,1984,274,245,59
김상국,86711,1993,274,244,48
박경완,92809,1994,274,240,57
이동수,93494,2000,274,224,58
홍성흔,99222,2007,274,231,62
강봉규,70224,2012,274,235,60
박기남,74103,2012,274,225,57
유한준,74339,2012,274,246,59
김다원,78765,2015,274,245,60
민경삼,86172,1990,273,231,52
송인호,91809,1993,273,236,41
신동주,91470,2002,273,244,76
이종범,93607,2011,273,235,65
나주환,73209,2015,273,246,66
이홍구,63634,2016,273,241,64
금광옥,95901,1985,272,247,72
오대석,82477,1987,272,242,79
이정훈,87721,1994,272,239,59
이종범,93607,1995,272,239,78
박종호,92906,1998,272,218,50
조현수,72752,2003,272,239,59
김태균,94415,2005,272,232,55
이현곤,72606,2006,272,247,60
정의윤,75151,2011,272,242,62
아두치,65523,2016,272,247,72
이광은,82121,1982,271,243,76
송재박,88274,1989,271,234,62
이명수,89221,1994,271,240,55
최훈재,89142,1994,271,238,77
진갑용,97202,1998,271,253,68
손인호,98538,2000,271,248,68
김창희,97644,2001,271,232,65
나주환,73209,2006,271,233,54
김태균,71752,2018,271,254,80
러셀,50350,2020,271,244,62
정영기,82153,1982,270,246,56
민경삼,86172,1992,270,247,56
이상대,92816,1993,270,239,53
장재중,94843,1998,270,241,57
임재철,99507,2001,270,216,58
김창희,97644,2005,270,221,60
채태인,77463,2008,270,248,66
이병규,76100,2012,270,223,71
최주환,76267,2015,270,238,67
양승관,82374,1982,269,242,65
조재환,87671,1987,269,237,55
나웅,89172,1990,269,235,63
이만수,82420,1994,269,233,59
강정길,86780,1995,269,241,60
김종훈,94539,1996,269,238,69
김대익,96503,2006,269,239,58
마이로우,76512,2006,269,208,48
정상호,71842,2014,269,235,56
이택근,73342,2017,269,241,67
배대웅,95486,1983,268,228,65
양승관,82374,1985,268,243,51
이강돈,86724,1996,268,229,55
조경환,98533,2004,268,226,54
손시헌,73213,2013,268,234,59
송광민,76753,2013,268,245,64
김회성,79705,2015,268,225,47
이성열,73136,2015,268,232,58
강승호,63123,2017,268,248,62
윌슨,69569,2019,268,231,58
박승호,83431,1984,267,220,61
오대석,82477,1984,267,231,66
유지훤,30004,1988,267,239,48
송인호,91809,1992,267,236,55
노찬엽,89175,1993,267,234,57
김상수,79402,2009,267,242,59
신경현,98742,2011,267,233,62
안치용,72161,2011,267,219,68
박헌도,79356,2015,267,218,54
김강민,71837,2018,267,235,70
차영화,10005,1985,266,238,57
강정길,86780,1987,266,230,61
김성래,84410,1992,266,226,66
이중화,87722,1992,266,247,51
김광림,84210,1998,266,216,55
강석천,89778,2002,266,242,70
김재걸,95409,2005,266,231,57
이천웅,61186,2017,266,232,66
허정협,65399,2017,266,228,54
홍승규,83472,1990,265,227,59
김상재,91823,1993,265,244,55
이희성,89321,1995,265,233,57
강인권,95712,2001,265,223,55
김기태,91803,2003,265,236,69
서동욱,73606,2013,265,218,57
임병욱,64346,2016,265,233,58
장태수,82460,1982,264,214,72
김재상,82516,1983,264,228,56
김우근,80021,1984,264,229,60
서창기,88670,1991,264,210,41
전대영,86718,1991,264,230,72
임주택,91739,1992,264,230,53
김태균,94415,2003,264,231,50
김창희,97644,2008,264,227,64
김용희,80020,1982,263,232,66
배대웅,95486,1982,263,235,54
구천서,82273,1983,263,219,61
유두열,83573,1987,263,234,70
김대익,96503,1996,263,237,67
김태형,90214,1996,263,254,69
허준,93705,2001,263,224,53
홍성흔,99222,2003,263,241,70
오정복,79453,2010,263,221,60
최준석,71552,2013,263,222,60
박정음,62353,2016,263,223,69
박기혁,70553,2017,263,235,56
유고웅,80073,1985,262,228,44
조범현,82279,1985,262,239,57
한영준,85571,1986,262,235,53
조영훈,75441,2012,262,230,46
한승택,63722,2020,262,226,51
오대석,82477,1983,261,227,46
신언호,82173,1987,261,232,58
구윤,86472,1988,261,242,67
홍현우,90695,1991,261,226,66
전형도,94706,1996,261,230,45
김태균,94415,2006,261,219,49
조동찬,72466,2013,261,221,53
김광수,82210,1983,260,233,52
조성옥,84574,1985,260,219,55
이해창,82873,1986,260,238,75
김성갑,85410,1990,260,210,46
한문연,83574,1990,260,218,55
강기웅,89475,1991,260,228,69
필립스,71325,2001,260,230,60
백재호,97709,2005,260,235,65
정수빈,79231,2013,260,228,63
송일섭,83670,1986,259,228,56
김경문,82211,1987,259,228,60
김태균,94415,1996,259,217,49
이건열,86620,1996,259,227,52
부시,98731,1998,259,240,51
손인호,98538,1998,259,223,62
페타지니,78129,2008,259,216,75
정수빈,79231,2009,259,231,61
차일목,73602,2013,259,215,55
오대석,82477,1988,258,229,59
이종운,89522,1991,258,234,60
윤덕규,85172,1995,258,241,55
송구홍,91006,1997,258,220,58
안경현,92207,1997,258,225,64
김종국,96616,2000,258,228,59
박계원,92510,2000,258,232,46
조인성,98144,2000,258,227,51
홍원기,96723,2000,258,221,60
정의윤,75151,2006,258,239,62
박진만,96307,2009,258,223,57
오태곤,60558,2020,258,234,64
박흥식,85130,1985,257,210,50
한문연,83574,1986,257,228,57
원원근,88374,1989,257,228,70
염경엽,91350,1992,257,218,43
김성갑,85410,1994,257,219,52
이정훈,87721,1995,257,236,59
김상호,88110,1999,257,221,56
채종국,98315,2006,257,222,47
홍세완,70626,2009,257,218,57
이현곤,72606,2011,257,222,59
정주현,79150,2016,257,225,50
이병규,76100,2018,257,198,54
최항,62884,2018,257,222,65
신언호,82173,1982,256,229,55
유두열,83573,1991,256,218,57
이호성,90658,1993,256,210,65
이중화,87722,1994,256,228,50
안치용,72161,2009,256,224,53
정의윤,75151,2012,256,233,66
이상호,60566,2019,256,234,65
김우열,95913,1982,255,210,65
김성규,88611,1993,255,224,54
김영직,87110,1993,255,226,59
정경훈,90876,1995,255,222,47
최만호,97351,1997,255,223,53
백재호,97709,2001,255,217,60
이원석,75566,2014,255,231,58
최원준,66606,2019,255,232,46
임형석,90250,1993,254,221,56
이성열,73136,2008,254,216,47
김민성,77564,2012,254,219,62
유민상,62265,2016,254,213,60
이해창,60343,2016,254,231,47
김태균,71752,2020,254,219,48
조성옥,84574,1984,253,211,46
김동기,86312,1986,253,230,57
장정석,96346,1998,253,228,52
차영화,10005,1983,252,229,61
김경하,93136,1993,252,222,50
이우수,91402,1995,252,237,64
조동찬,72466,2009,252,215,55
이재원,76812,2013,252,226,57
권희동,63963,2014,252,221,63
함학수,82000,1985,251,220,53
김경문,82211,1989,251,227,48
김성현,86510,1995,251,227,62
박재용,91608,1995,251,211,60
차일목,73602,2012,251,207,53
이우민,71565,2013,251,217,55
심우준,64006,2016,251,236,57
이재원,76812,2020,251,222,41
김성갑,85410,1991,250,217,42
안상준,95666,2000,250,212,47
김재현,94107,2007,250,204,40
손아섭,77532,2008,250,218,66
차일목,73602,2010,250,198,51
