name,code,year,tpa,ab,h
김선빈,78603,2011,412,335,97
이진영,99810,2012,412,365,112
최원준,66606,2020,412,359,117
윤동균,80079,1983,411,353,97
이순철,85620,1985,411,369,112
김종석,89214,1994,411,369,104
이승엽,95436,1995,411,365,104
이진영,99810,2013,411,368,121
이만수,82420,1983,410,357,105
박현승,95518,1996,410,354,102
김민호,93242,1998,410,371,84
최진행,74729,2015,410,333,97
오태곤,60558,2017,410,374,106
김용철,82514,1986,409,365,105
김상훈,84112,1990,409,360,116
박철우,87630,1992,409,362,98
염경엽,91350,1994,409,349,74
이순철,85620,1996,409,351,77
손주인,72456,2016,409,354,114
신경식,82275,1988,408,378,109
김선진,90415,1998,408,369,104
안경현,92207,1998,408,362,90
진갑용,97202,2006,408,358,103
강정호,76325,2008,408,362,98
안치홍,79608,2019,408,362,114
이강돈,86724,1987,407,369,99
윤덕규,85172,1994,407,368,118
박현승,95518,2000,407,344,83
홍세완,70626,2004,407,342,101
채종국,98315,2005,407,342,81
이원석,75566,2007,407,363,95
김태균,71752,2017,407,356,121
한영준,85571,1985,406,329,72
장종훈,87760,1988,406,344,83
조용호,87771,1991,406,343,109
김영직,87110,1992,406,348,89
박진만,96307,1996,406,361,102
진갑용,97202,2005,406,347,100
김선빈,78603,2010,406,348,102
이범호,70756,2014,406,350,94
양의지,76232,2017,406,347,96
김형석,85210,1986,405,364,104
윤덕규,85172,1988,405,352,107
심정수,94204,1995,405,362,102
양회열,91113,1995,405,356,94
박정태,91514,1996,405,366,113
김호,90025,1997,405,337,67
정경배,96441,1998,405,357,84
박현승,95518,1999,405,342,90
김상현,70646,2011,405,357,91
이범호,70756,2011,405,318,96
강민호,74540,2013,405,327,77
정의윤,75151,2013,405,367,100
조동화,71848,2013,405,332,85
이천웅,61186,2018,405,359,122
정구선,83350,1983,404,356,91
김용희,80020,1985,404,361,100
김평호,86611,1991,404,338,78
김민호,84510,1993,404,339,75
강석천,89778,1996,404,357,102
김원섭,71207,2008,404,344,105
박기혁,70553,2008,404,351,102
김헌곤,61404,2017,404,356,94
송태일,93523,1994,403,371,91
박재홍,96362,1997,403,331,108
강동우,98420,2001,403,347,87
최경환,70117,2002,403,369,101
정현석,78745,2013,403,356,102
손시헌,73213,2016,403,341,104
심우준,64006,2018,403,367,95
김상훈,84112,1986,402,366,108
백인수,87670,1990,402,337,100
백재호,97709,1997,402,338,82
윤석민,74215,2016,402,341,114
전병우,65586,2020,402,359,85
정학수,80502,1983,401,351,98
류중일,87470,1987,401,352,101
장채근,86660,1991,401,345,81
김성래,84410,1999,401,346,94
임재철,99507,2005,401,336,104
정상호,71842,2011,401,366,95
이병규,97109,2013,401,374,130
이택근,73342,2015,401,347,113
김상수,79402,2016,401,358,97
박한이,71432,2016,401,349,105
김민성,77564,2019,401,361,94
김봉연,82690,1984,400,341,85
김상국,86711,1994,400,336,86
박종호,92906,1994,400,335,87
이건열,86620,1994,400,352,88
이명수,89221,1999,400,333,99
이종열,91015,2002,400,348,93
박재홍,96362,2007,400,347,97
박진만,96307,2007,400,333,104
안경현,92207,2007,400,351,96
손주인,72456,2014,400,341,99
이지영,79456,2015,400,361,110
유고웅,80073,1986,399,349,96
윤덕규,85172,1986,399,354,99
이건열,86620,1992,399,352,95
지화동,90761,1992,399,356,82
이호성,90658,1996,399,357,92
임수민,96766,1999,399,339,93
정성훈,99606,2008,399,355,96
신종길,72559,2014,399,360,105
정현,63450,2017,399,350,105
김태진,64984,2019,399,374,103
터커,69652,2019,399,357,111
박용성,80042,1983,398,349,100
신언호,82173,1985,398,371,84
김광림,84210,1987,398,342,112
한대화,83270,1991,398,336,101
백인수,87670,1994,398,356,100
김경기,90313,1995,398,356,105
박진만,96307,1997,398,351,65
박경완,92809,2002,398,330,67
신명철,71504,2005,398,344,88
권용관,95158,2007,398,349,84
이대형,73153,2011,398,354,88
정훈,60523,2013,398,341,88
김민호,84510,1987,397,337,89
정구선,83350,1987,397,331,84
이현곤,72606,2003,397,350,92
김민재,91523,2008,397,357,86
클락,78725,2010,397,347,92
권희동,63963,2013,397,349,71
김강민,71837,2013,397,352,106
초이스,67394,2018,397,349,90
김용철,82514,1984,396,346,113
김바위,82110,1987,396,351,87
김상훈,84112,1991,396,361,92
장채근,86660,1992,396,326,86
윤덕규,85172,1993,396,360,108
김광림,84210,1997,396,346,101
김한수,94450,2006,396,343,87
채태인,77463,2010,396,356,104
최준석,71552,2016,396,325,85
김상훈,84112,1985,395,360,108
박종훈,40007,1985,395,348,119
이강돈,86724,1986,395,347,103
고원부,86781,1989,395,342,112
김기태,91803,1993,395,317,76
김기태,91803,2000,395,333,103
손시헌,73213,2004,395,347,80
정수근,95208,2007,395,341,100
김태군,78122,2016,395,340,79
한대화,83270,1986,394,342,102
이선웅,83321,1989,394,339,81
김동기,86312,1990,394,336,84
한대화,83270,1993,394,335,89
백인수,87670,1995,394,352,86
최훈재,89142,1997,394,343,100
조동찬,72466,2004,394,342,76
서튼,75333,2006,394,331,88
박한이,71432,2009,394,334,104
전준우,78513,2010,394,350,101
지석훈,73306,2016,394,351,77
김종모,82617,1988,393,353,106
정구선,83350,1988,393,335,74
장효조,83460,1989,393,333,101
이광은,82121,1990,393,336,96
류중일,87470,1991,393,344,98
박계원,92510,1992,393,338,82
김실,94408,1994,393,337,92
노찬엽,89175,1994,393,340,95
김동수,90419,1995,393,334,87
김상호,88110,1997,393,343,108
조동찬,72466,2017,393,353,102
장성우,78548,2018,393,356,92
강민호,74540,2019,393,346,81
강민호,74540,2020,393,355,102
윤동균,80079,1986,392,345,92
이명수,89221,1996,392,342,96
홍성흔,99222,1999,392,353,91
이도형,93225,2002,392,365,88
최기문,96224,2003,392,347,102
김종훈,94539,2004,392,341,90
조원우,94836,2005,392,351,106
양의지,76232,2016,392,332,106
김민식,62864,2017,392,352,78
박한이,71432,2018,392,342,97
김성현,76802,2020,392,343,93
이종도,82559,1983,391,341,101
김성래,84410,1986,391,344,99
김윤환,84610,1990,391,339,84
김동기,86312,1992,391,333,98
양용모,91734,1993,391,349,75
이강돈,86724,1993,391,348,81
심성보,95835,1996,391,335,92
박계원,92510,1999,391,337,85
최기문,96224,2000,391,338,82
송지만,96761,2001,391,344,98
김상훈,70612,2002,391,357,79
조인성,98144,2002,391,362,97
김동수,90419,2006,391,333,93
조원우,94836,2006,391,341,91
정근우,75808,2007,391,341,110
박진만,96307,2008,391,332,81
전준호,91511,2008,391,352,109
이택근,73342,2012,391,345,95
손시헌,73213,2017,391,349,122
권희동,63963,2018,391,343,97
오태곤,60558,2019,391,352,88
박경수,73113,2020,391,324,91
송일섭,83670,1985,390,338,104
얀,71543,2001,390,330,89
이숭용,94310,2005,390,330,83
조성환,99543,2012,390,345,96
오재원,77248,2017,390,334,79
오지환,79109,2017,390,334,91
노진혁,62931,2019,390,348,92
윤덕규,85172,1987,389,357,96
김동수,90419,1999,389,334,96
김민성,77564,2009,389,327,81
김태균,71752,2009,389,336,111
필,64699,2014,389,362,112
최재훈,78288,2020,389,339,102
김경언,71610,2003,388,329,85
박경수,73113,2004,388,328,88
이택근,73342,2010,388,337,102
마해영,95549,2005,387,338,90
손인호,98538,2005,387,345,83
김주형,74605,2016,387,345,97
김혜성,67304,2019,387,348,96
노시환,69737,2020,387,346,76
장효조,83460,1983,386,317,117
김성래,84410,1988,386,314,110
강기웅,89475,1994,386,332,81
임형석,90250,1994,386,349,80
조경택,92204,1996,386,325,84
류지현,94106,2002,386,326,101
류지현,94106,2003,386,334,78
박현승,95518,2003,386,357,84
박기혁,70553,2004,386,340,69
홍세완,70626,2005,386,345,98
연경흠,76743,2009,386,336,85
박경수,73113,2011,386,317,72
모창민,78813,2019,386,341,104
김성래,84410,1987,385,334,111
강기웅,89475,1989,385,351,113
김동수,90419,1996,385,330,81
정성훈,99606,2002,385,340,106
채종국,98315,2004,385,327,90
정근우,75808,2011,385,326,100
강정길,86780,1989,384,341,97
박정태,91514,1997,384,341,78
펠릭스,98142,1999,384,336,85
이범호,70756,2003,384,323,77
나지완,78629,2010,384,316,68
박재상,71857,2010,384,321,82
배영섭,79465,2011,384,340,100
양석환,64153,2015,384,358,93
채태인,77463,2017,384,342,110
서정환,80053,1987,383,335,93
장채근,86660,1988,383,338,84
최계영,86540,1990,383,323,85
임형석,90250,1991,383,343,82
김민재,91523,1995,383,325,70
조경환,98533,1999,383,342,97
박경수,73113,2006,383,329,69
박병호,75125,2020,383,309,69
신언호,82173,1984,382,336,80
김용철,82514,1989,382,342,104
이종두,85420,1989,382,333,91
브릭스,99640,1999,382,361,102
최태원,93807,2001,382,318,77
박기혁,70553,2005,382,335,93
김강민,71837,2009,382,341,91
신명철,71504,2011,382,331,69
박석민,74465,2017,382,319,78
박종훈,40007,1988,381,336,88
강혁,99210,2000,381,342,91
윤재국,98808,2000,381,344,95
김동수,90419,2004,381,311,78
정경배,96441,2007,381,333,75
마르테,65005,2016,381,325,86
배영섭,79465,2016,381,323,86
신본기,62556,2017,381,325,77
정의윤,75151,2017,381,349,112
김봉연,82690,1987,380,339,92
류중일,87470,1989,380,329,81
노찬엽,89175,1990,380,327,109
윤재호,89674,1990,380,323,84
황대연,89777,1991,380,310,77
장재중,94843,1999,380,346,73
박경완,92809,2006,380,324,82
이범호,70756,2018,380,332,93
김우열,95913,1983,379,333,97
정문언,91355,1991,379,335,91
박현승,95518,2002,379,346,90
정성훈,99606,2003,379,338,116
최경환,70117,2005,379,332,87
이종범,93607,2006,379,339,82
문규현,72546,2011,379,327,79
나지완,78629,2018,379,317,86
이선웅,83321,1985,378,337,101
신경식,82275,1987,378,349,94
김용국,85412,1988,378,333,95
이광은,82121,1991,378,329,89
전상렬,91465,1997,378,322,76
임수혁,94511,1998,378,336,83
김재걸,95409,2007,378,314,73
박철우,87630,1989,377,340,108
전준호,91511,1996,377,324,88
장원진,92211,1997,377,339,90
안경현,92207,2000,377,328,91
이시온,73564,2003,377,338,98
조동찬,72466,2010,377,332,97
김주찬,70410,2015,377,333,109
최계영,86540,1989,376,316,76
김일권,82616,1990,376,336,85
채종범,70833,2004,376,321,94
박재홍,96362,2009,376,315,85
강경학,61700,2015,376,311,80
김광수,82210,1984,375,325,86
김호근,83513,1991,375,345,83
동봉철,92411,1994,375,319,81
박진만,96307,1998,375,330,67
이숭용,94310,2008,375,333,90
박석민,74465,2009,375,295,84
오재원,77248,2013,375,308,80
박석민,74465,2018,375,318,81
김용철,82514,1983,374,327,92
유두열,83573,1988,374,331,93
조양근,88772,1989,374,333,91
이순철,85620,1995,374,328,66
김선진,90415,1996,374,341,80
임수민,96766,1996,374,324,70
정영규,93411,1997,374,324,76
김민재,91523,2001,374,335,101
김강민,71837,2007,374,334,81
박용택,72133,2008,374,334,86
이숭용,94310,2010,374,328,90
오태곤,60558,2018,374,342,87
김우열,95913,1984,373,318,87
김준환,95914,1985,373,336,101
김용국,85412,1989,373,333,96
박재벌,92612,1995,373,327,78
장일현,99607,2000,373,337,91
김민성,77564,2011,373,314,74
차일목,73602,2011,373,304,73
박해민,62415,2014,373,310,92
채태인,77463,2015,373,333,116
박종훈,40007,1986,372,320,83
이해창,82873,1987,372,327,76
윤덕규,85172,1989,372,317,95
허규옥,82480,1989,372,330,93
김상국,86711,1990,372,314,90
이호성,90658,1990,372,313,95
정회열,90660,1993,372,345,95
박정환,70408,2002,372,316,74
최기문,96224,2004,372,327,89
민병헌,76249,2007,372,328,80
이여상,76435,2011,372,320,71
이원석,75566,2012,372,325,87
서건창,78168,2013,372,316,84
채은성,79192,2017,372,333,89
박동원,79365,2020,372,324,81
이명수,89221,1998,371,327,103
손인호,98538,2003,371,334,93
박기혁,70553,2006,371,310,78
김주찬,70410,2011,371,321,100
정주현,79150,2020,371,328,81
박승호,83431,1991,370,302,74
김재현,94107,2002,370,296,99
박경완,92809,2008,370,304,83
신언호,82173,1988,369,332,82
김광수,82210,1989,369,309,68
김동수,90419,1994,369,316,91
이진영,99810,2001,369,321,90
문희성,97219,2005,369,322,88
김종국,96616,2006,369,323,73
채상병,72742,2008,369,339,73
김준태,62558,2020,369,306,69
고원부,86781,1988,368,321,89
이만수,82420,1992,368,305,88
박종호,92906,1993,368,316,83
박재상,71857,2007,368,312,84
이택근,73342,2011,368,317,94
문우람,61363,2014,368,324,92
나지완,78629,2015,368,304,77
서건창,78168,2015,368,312,93
문규현,72546,2016,368,316,86
유지훤,30004,1986,367,330,89
장효조,83460,1986,367,304,100
김민재,91523,1998,367,323,77
이숭용,94310,1999,367,307,81
양의지,76232,2013,367,311,77
로하스,67025,2017,367,336,101
이광은,82121,1983,366,329,89
김기태,91803,1996,366,310,92
김경기,90313,1997,366,311,79
이대수,72860,2007,366,310,78
서동욱,73606,2017,366,319,90
이대형,73153,2017,366,337,90
장효조,83460,1984,365,309,100
박재용,91608,1996,365,325,80
김민식,62864,2018,365,310,76
서정환,80053,1984,364,324,81
김준환,95914,1989,364,330,83
장효조,83460,1990,364,324,89
김동기,86312,1993,364,315,77
임수민,96766,2004,364,326,80
김재현,94107,2008,364,297,92
유강남,61102,2017,364,324,90
김대진,82798,1983,363,311,86
김준환,95914,1983,363,326,81
김봉연,82690,1985,363,316,80
조원우,94836,2001,363,307,75
한상훈,73703,2007,363,313,81
박재상,71857,2008,363,314,86
이진영,99810,2008,363,324,102
강동우,98420,2010,363,309,78
김선빈,78603,2013,363,310,93
김주찬,70410,2019,363,337,101
김무종,83800,1986,362,317,71
김재걸,95409,1996,362,320,73
김형석,85210,1997,362,321,75
최해식,90020,1999,362,318,68
조인성,98144,2006,362,326,80
김상훈,70612,2007,362,320,84
이종범,93607,2008,362,317,90
정수근,95208,2008,362,309,90
이병규,76100,2010,362,307,92
김일환,80024,1984,361,321,88
김일권,82616,1985,361,316,88
강영수,89476,1991,361,303,72
신동주,91470,1995,361,328,78
홍현우,90695,2000,361,291,68
노진혁,62931,2013,361,327,73
손시헌,73213,2014,361,307,90
박동원,79365,2019,361,317,94
이종두,85420,1986,360,323,95
김종모,82617,1987,360,332,110
유승안,82174,1987,360,328,101
김인호,89513,1994,360,304,71
이순철,85620,1994,360,314,101
김호,90025,1998,360,306,69
신동주,91470,2000,360,310,81
김원섭,71207,2007,360,313,76
박현승,95518,2007,360,302,98
한상훈,73703,2008,360,314,68
고동진,74745,2013,360,312,85
김상현,70646,2013,360,322,76
강민호,74540,2014,360,310,71
허정협,65399,2020,360,314,84
김성래,84410,1985,359,300,85
홍문종,84573,1988,359,319,89
고영민,72214,2006,359,315,85
조원우,94836,2007,359,319,85
김재현,94107,2009,359,289,87
서동욱,73606,2011,359,303,81
이천웅,61186,2020,359,312,80
서정환,80053,1983,358,319,82
이광은,82121,1985,358,326,91
권두조,95576,1986,358,303,49
이순철,85620,1986,358,319,82
한대화,83270,1987,358,301,71
김상호,88110,1991,358,318,66
김충민,93812,1998,358,314,78
신경현,98742,2005,358,321,89
김성욱,62934,2018,358,323,84
이만수,82420,1987,357,299,103
홍승규,83472,1987,357,322,89
김준환,95914,1988,357,314,92
장채근,86660,1989,357,316,77
이동수,93494,1999,357,291,93
김민호,93242,2001,357,306,66
이종열,91015,2004,357,303,77
손지환,97103,2005,357,316,88
정수빈,79231,2012,357,315,74
지석훈,73306,2013,357,309,68
유지훤,30004,1985,356,321,67
고원부,86781,1986,356,310,76
박흥식,85130,1988,356,316,95
김용국,85412,1992,356,311,82
김인호,89513,1999,356,293,75
윤재국,98808,2001,356,300,83
김동수,90419,2007,356,306,85
이택근,73342,2018,356,308,95
김인식,40006,1982,355,309,80
김바위,82110,1986,355,298,68
김광림,84210,1988,355,311,97
이상대,92816,1992,355,317,84
이병훈,90460,1994,355,330,92
최해식,90020,1998,355,313,69
김수연,96777,2003,355,312,79
전상렬,91465,2005,355,311,75
최준석,71552,2006,355,315,79
이진영,99810,2011,355,323,89
김경언,71610,2014,355,300,94
이종욱,73339,2017,355,318,98
허규옥,82480,1991,354,304,71
김호,90025,1995,354,307,61
황대연,89777,1995,354,319,71
김상훈,70612,2010,354,300,73
김진우,80030,1986,353,301,86
박지상,94745,1994,353,299,92
정영규,93411,1996,353,297,72
김현수,76290,2007,353,319,87
조인성,98144,2008,353,330,75
나주환,73209,2010,353,305,82
황재균,76313,2010,353,306,69
오태곤,60558,2015,353,327,90
정영기,82153,1984,352,321,87
김용국,85412,1985,352,306,73
정학수,80502,1986,352,299,81
김상국,86711,1991,352,309,83
이강돈,86724,1994,352,309,86
장성호,96610,2008,352,293,89
박재상,71857,2011,352,301,77
홍성흔,99222,2015,352,301,79
이중화,87722,1991,351,304,94
김경기,90313,1993,351,318,89
노찬엽,89175,1996,351,305,74
윤덕규,85172,1996,351,326,87
김태균,94415,1998,351,303,61
김호,90025,1999,351,314,80
김창희,97644,2006,351,307,68
이숭용,94310,2007,351,299,90
손시헌,73213,2011,351,298,84
고종욱,61353,2018,351,330,92
김선빈,78603,2020,351,303,100
유승안,82174,1988,350,297,78
이건열,86620,1993,350,302,69
김민재,91523,1996,350,302,73
김창희,97644,1997,350,315,83
안상준,95666,1999,350,327,93
김창희,97644,2002,350,310,67
박현승,95518,2006,350,298,72
송지만,96761,2011,350,301,80
박기혁,70553,2015,350,300,84
이진영,99810,2015,350,301,77
이병규,76100,2016,350,290,79
이재원,76812,2017,350,314,76
김성래,84410,1994,349,276,68
진갑용,97202,2001,349,314,96
진갑용,97202,2012,349,313,96
문규현,72546,2018,349,316,87
장진혁,66706,2019,349,315,80
이종두,85420,1988,348,308,90
김성갑,85410,1989,348,284,69
임훈,74823,2012,348,314,84
김용의,78217,2013,348,301,83
신종길,72559,2015,348,313,82
김성욱,62934,2016,348,306,81
박기혁,70553,2016,348,308,84
장성우,78548,2017,348,294,68
진상봉,90768,1993,347,290,81
김종호,77454,2014,347,317,83
김용의,78217,2016,347,308,98
김성욱,62934,2017,347,308,76
권두조,95576,1985,346,299,71
김용국,85412,1994,346,280,53
동봉철,92411,1995,346,293,69
전준호,91511,2006,346,303,87
김종국,96616,2008,346,300,70
박기혁,70553,2009,346,299,65
정학수,80502,1982,345,277,76
김무종,83800,1983,345,309,81
허규옥,82480,1985,345,307,101
허규옥,82480,1987,345,319,104
백재호,97709,2000,345,301,65
조동화,71848,2005,345,281,74
조동화,71848,2007,345,290,79
조동화,71848,2011,345,296,70
박정권,74846,2017,345,305,78
유두열,83573,1983,344,293,90
한대화,83270,1983,344,313,85
장태수,82460,1988,344,290,77
장태수,82460,1989,344,290,88
김훈,93612,1993,344,305,69
공필성,90581,1996,344,299,75
김태균,71752,2002,344,298,76
최경환,70117,2003,344,313,93
김창희,97644,2004,344,301,83
박경수,73113,2009,344,269,64
이종욱,73339,2009,344,312,86
고영민,72214,2010,344,293,60
한상훈,73703,2012,344,272,61
유한준,74339,2013,344,298,81
오정복,79453,2016,344,306,93
김인식,40006,1986,343,309,87
김일권,82616,1988,343,309,93
이선웅,83321,1988,343,295,91
신국환,95146,1999,343,304,69
김종모,82617,1983,342,311,109
이만수,82420,1984,342,300,102
함학수,82000,1984,342,318,88
강정길,86780,1988,342,299,85
이영우,96734,1998,342,297,81
김종국,96616,2007,342,288,69
채태인,77463,2013,342,299,114
민병헌,76249,2020,342,309,72
김광수,82210,1986,341,274,68
김상훈,84112,1988,341,305,108
유승안,82174,1990,341,293,75
류중일,87470,1992,341,294,62
정경훈,90876,1994,341,300,75
권용관,95158,2004,341,285,67
김원섭,71207,2015,341,277,74
최재훈,78288,2018,341,298,78
장종훈,87760,1996,340,289,77
정수근,95208,2004,340,292,75
정의윤,75151,2005,340,314,76
박진만,96307,2011,340,282,79
조성옥,84574,1989,339,275,71
강정길,86780,1990,339,296,79
박준태,89331,1994,339,292,80
조경환,98533,1998,339,295,68
정주현,79150,2018,339,303,79
양세종,82276,1984,338,299,90
정진호,83450,1987,338,296,74
강정길,86780,1991,338,284,81
김종헌,90514,1994,338,277,64
김동주,98218,2005,338,268,81
김상훈,70612,2005,338,298,70
김상수,79402,2010,338,282,69
양의지,76232,2014,338,296,87
권용관,95158,2015,338,296,65
유두열,83573,1984,337,292,67
우경하,85580,1986,337,309,81
조성옥,84574,1986,337,293,74
김형석,85210,1987,337,301,95
지화선,93720,1993,337,303,84
석수철,96806,1996,337,289,77
안경현,92207,1999,337,291,72
김기태,91803,2002,337,284,73
이영우,96734,2007,337,294,70
조동화,71848,2008,337,283,79
문규현,72546,2017,337,304,82
양세종,82276,1982,336,301,81
김준환,95914,1984,336,307,82
이종두,85420,1987,336,304,82
서정환,80053,1988,336,297,96
이승희,85220,1991,336,307,86
조원우,94836,1996,336,284,76
이지영,79456,2017,336,302,72
김규민,62356,2018,336,298,88
윤동균,80079,1985,335,286,83
장효조,83460,1987,335,284,110
정구선,83350,1989,335,278,64
이계성,96468,2001,335,292,71
송성문,65357,2019,335,308,70
윤동균,80079,1982,334,284,97
김용희,80020,1984,334,311,76
윤동균,80079,1987,334,294,81
이만수,82420,1988,334,285,92
장효조,83460,1988,334,283,89
박종훈,40007,1989,334,295,75
고원부,86781,1990,334,288,73
박흥식,85130,1990,334,273,67
조용호,87771,1992,334,283,79
장성호,96610,1997,334,314,84
전준호,91511,2000,334,263,83
타바레스,70641,2000,334,305,102
양현석,70608,2001,334,289,71
고동진,74745,2012,334,281,76
정형식,79459,2013,334,278,76
최경철,73824,2014,334,290,62
손주인,72456,2017,334,294,82
김용희,80020,1983,333,298,82
구윤,86472,1989,333,290,83
박승호,83431,1989,333,299,87
김동기,86312,1991,333,286,75
오대석,82477,1991,333,274,64
노찬엽,89175,1995,333,293,74
서용빈,94162,2000,333,288,79
김주찬,70410,2001,333,300,94
정경배,96441,2001,333,279,69
홍현우,90695,2003,333,286,68
손지환,97103,2004,333,303,82
박진만,96307,2005,333,281,70
정수근,95208,2006,333,295,84
황재균,76313,2008,333,306,73
김성욱,62934,2019,333,287,66
김민성,77564,2020,333,297,79
윤재호,89674,1991,332,264,64
김대익,96503,2002,332,303,80
김준환,95914,1982,331,306,92
장종훈,87760,1987,331,281,76
김상국,86711,1992,331,295,79
강정길,86780,1993,331,273,66
최해식,90020,1996,331,292,55
박재용,91608,1997,331,294,72
장종훈,87760,2002,331,302,75
나주환,73209,2007,331,284,69
신경현,98742,2008,331,296,79
고영민,72214,2009,331,281,66
나지완,78629,2011,331,291,88
진갑용,97202,2011,331,286,78
김재호,74206,2017,331,283,83
최원준,66606,2018,331,302,82
이지영,79456,2019,331,308,87
김일권,82616,1982,330,282,76
양승관,82374,1986,330,303,62
신국환,95146,1998,330,291,82
박재용,91608,1999,330,296,69
진갑용,97202,2000,330,297,81
손지환,97103,2002,330,290,62
박종호,92906,2006,330,273,65
김상현,70646,2010,330,288,62
이원석,75566,2010,330,291,78
임훈,74823,2014,330,277,87
류지혁,62234,2017,330,297,77
노수광,63704,2020,330,291,73
최정,75847,2015,330,275,81
김봉연,82690,1983,329,286,80
정현발,95101,1987,329,284,75
유동효,88372,1993,329,282,64
심성보,95835,1995,329,304,71
이범호,70756,2002,329,296,77
조원우,94836,2002,329,297,80
이성열,73136,2013,329,284,67
차일목,73602,2016,329,276,63
백인수,87670,1987,328,302,82
김민호,84510,1990,328,288,90
김민호,93242,2000,328,288,72
김창희,97644,2003,328,288,79
김재현,94107,2010,328,267,77
최진행,74729,2014,328,299,78
김강민,71837,2015,328,293,72
이종도,82559,1982,327,287,93
조흥운,80536,1982,327,299,85
김동재,83411,1990,327,279,77
권용관,95158,2002,327,294,64
한동민,62895,2013,327,285,75
김강민,71837,2020,327,289,73
장민석,71347,2017,327,299,83
구천서,82273,1985,326,264,62
유고웅,80073,1987,326,282,69
조충열,82673,1989,326,285,69
이강돈,86724,1995,326,290,72
풀리엄,70865,2000,326,288,77
강귀태,72312,2009,326,281,70
박진만,96307,2013,326,276,69
박종윤,71562,2015,326,314,80
이명기,76849,2016,326,287,78
정진호,61208,2020,326,282,78
권두조,95576,1982,325,265,59
백인수,87670,1988,325,280,73
이연수,87322,1992,325,276,71
김성갑,85410,1995,325,267,61
김성래,84410,1997,325,266,68
이숭용,94310,2000,325,281,80
알칸트라,73123,2003,325,292,82
한규식,99554,2005,325,275,65
정형식,79459,2012,325,274,65
김문호,76509,2015,325,288,88
김준완,63920,2016,325,253,66
최주환,76267,2019,325,285,79
김진규,88310,1991,324,269,66
한대화,83270,1995,324,295,71
김인호,89513,2000,324,281,64
서동욱,73606,2012,324,273,59
정상호,71842,2015,324,279,71
차영화,10005,1982,323,282,73
이종두,85420,1990,323,275,81
김경언,71610,2002,323,274,72
클리어,75154,2006,323,284,77
허도환,77243,2013,323,260,56
이형종,78135,2020,323,287,85
이만수,82420,1982,322,270,78
이종도,82559,1985,322,282,76
최훈재,89142,1996,322,269,62
화이트,70542,2000,322,294,89
김선빈,78603,2008,322,278,71
양준혁,93410,2009,322,249,82
박종윤,71562,2010,322,307,79
박재상,71857,2012,322,269,58
한상훈,73703,2013,322,260,68
김태군,78122,2014,322,294,77
강한울,64610,2016,322,298,81
김용희,80020,1986,321,290,85
염경엽,91350,1991,321,285,50
김성현,86510,1993,321,296,80
장광호,92303,1993,321,279,48
박기혁,70553,2003,321,281,69
이원석,75566,2006,321,287,65
김태완,76746,2013,321,279,64
정성훈,99606,2017,321,276,86
신경식,82275,1982,320,293,98
김근석,82799,1983,320,284,77
한영준,85571,1988,320,269,81
공필성,90581,1992,320,280,80
이희성,89321,1992,320,270,61
전준호,91511,1994,320,281,81
전준호,91511,2005,320,278,74
박기혁,70553,2007,320,266,59
이도형,93225,2009,320,280,89
진갑용,97202,2010,320,259,68
윤석민,74215,2012,320,289,84
이천웅,61186,2016,320,276,81
이광은,82121,1989,319,273,64
이민호,93748,1998,319,288,68
정보명,73513,2008,319,285,79
반즈,50730,2020,319,283,75
김윤환,84610,1988,318,276,75
동봉철,92411,1996,318,264,48
김동수,90419,2005,318,274,60
이성열,73136,2017,318,280,86
이종열,91015,1993,317,281,67
이종운,89522,1997,317,301,76
송지만,96761,2003,317,273,69
김한수,94450,2007,317,289,68
구천서,82273,1982,316,266,82
김진우,80030,1985,316,274,73
이중화,87722,1990,316,277,71
이종열,91015,1994,316,284,60
김민재,91523,1997,316,289,67
이호성,90658,1999,316,273,68
이진영,99810,2000,316,292,72
펨버튼,72650,2002,316,271,69
김상현,70646,2004,316,277,67
마해영,95549,2006,316,282,76
임재철,99507,2006,316,279,72
김원섭,71207,2011,316,269,73
류지혁,62234,2019,316,276,69
함학수,82000,1983,315,295,77
박종훈,40007,1984,315,271,83
박철우,87630,1995,315,287,76
신종길,72559,2011,315,281,62
김태군,78122,2013,315,277,59
김민우,72303,2015,315,269,70
박영태,83530,1985,314,275,74
김상국,86711,1986,314,276,74
김용국,85412,1986,314,278,60
이광길,83320,1986,314,240,53
김윤환,84610,1989,314,266,59
윤재호,89674,1992,314,250,58
이종두,85420,1992,314,275,65
김민호,93242,1993,314,272,65
박경완,92809,1997,314,239,67
김종훈,94539,1998,314,274,76
임재철,99507,2003,314,270,65
이재주,92304,2008,314,261,72
차일목,73602,2008,314,264,65
이명기,76849,2014,314,285,105
모창민,78813,2018,314,287,80
한문연,83574,1985,313,270,72
허준,93705,1996,313,277,60
진갑용,97202,2008,313,272,76
김경언,71610,2012,313,268,65
조동찬,72466,2012,313,270,77
유강남,61102,2015,313,279,76
양승관,82374,1983,312,278,84
김용운,82114,1987,312,273,76
정영기,82153,1987,312,286,80
이승희,85220,1992,312,270,78
정경훈,90876,1992,312,258,75
이종열,91015,1995,312,273,64
장성호,96610,2009,312,271,77
정상호,71842,2009,312,264,76
손시헌,73213,2012,312,272,67
이진영,99810,2018,312,283,90
이선웅,83321,1983,311,287,64
김상훈,84112,1984,311,278,75
장태수,82460,1987,311,266,75
김재걸,95409,1995,311,281,70
오재원,77248,2008,311,282,70
